Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Assistant System Engineer ,Synechron,0-4yrs  ,"17,01,754",5.2,28.0,4.2,121
Associate Consultant ,Synechron,4-21yrs  ,"22,53,922",9.7,35.7,4.2,121
Senior Process Associate ,Synechron,0-11yrs  ,"7,23,703",3.0,18.0,4.2,121
Software Engineer ,Synechron,0-8yrs  ,"24,74,368",11.3,34.0,4.2,121
Process Associate ,Synechron,0-9yrs  ,"9,75,337",3.6,21.0,4.2,121
Software Developer ,Synechron,0-9yrs  ,"11,42,391",4.0,20.0,4.2,121
System Engineer Hardware ,Synechron,0-6yrs  ,"5,37,916",2.4,12.0,4.2,121
System Engineer ,Birlasoft,0-10yrs  ,"12,87,923",3.0,25.5,3.9,120
IT Analyst ,Birlasoft,3-11yrs  ,"5,81,388",2.5,15.6,3.9,120
AST Consultant ,Birlasoft,6-15yrs  ,"6,05,984",2.8,12.7,3.9,120
Assistant System Engineer ,Birlasoft,0-4yrs  ,"18,71,584",6.9,31.2,3.9,120
Associate Consultant ,Birlasoft,4-21yrs  ,"11,18,024",3.3,20.0,3.9,120
Senior Process Associate ,Birlasoft,0-11yrs  ,"10,86,950",3.1,25.0,3.9,120
Software Engineer ,Birlasoft,0-8yrs  ,"17,21,474",5.2,29.0,3.9,120
Process Associate ,Birlasoft,0-9yrs  ,"15,42,226",4.5,27.0,3.9,120
Software Developer ,Birlasoft,0-9yrs  ,"6,37,123",20.0,17.0,3.9,120
System Engineer Hardware ,Birlasoft,0-6yrs  ,"13,06,409",5.9,23.0,3.9,120
System Engineer ,Patanjali-Ayurved,0-10yrs  ,"4,31,423",1.8,6.6,4.0,119
IT Analyst ,Patanjali-Ayurved,3-11yrs  ,"10,56,399",3.3,18.0,4.0,119
AST Consultant ,Patanjali-Ayurved,6-15yrs  ,"5,86,749",3.0,8.5,4.0,119
Assistant System Engineer ,Patanjali-Ayurved,0-4yrs  ,"2,64,223",1.0,4.8,4.0,119
Associate Consultant ,Patanjali-Ayurved,4-21yrs  ,"3,17,647",1.5,4.5,4.0,119
Senior Process Associate ,Patanjali-Ayurved,0-11yrs  ,"18,27,500",9.0,24.1,4.0,119
Software Engineer ,Patanjali-Ayurved,0-8yrs  ,"2,37,365",1.0,5.0,4.0,119
Process Associate ,Patanjali-Ayurved,0-9yrs  ,"6,31,858",1.0,15.5,4.0,119
Software Developer ,Patanjali-Ayurved,0-9yrs  ,"2,54,949",1.1,4.0,4.0,119
System Engineer Hardware ,Patanjali-Ayurved,0-6yrs  ,"2,04,662",1.0,3.8,4.0,119
System Engineer ,Statestreet-HCL-Services,0-10yrs  ,"3,32,363",1.6,5.3,4.0,119
IT Analyst ,Statestreet-HCL-Services,3-11yrs  ,"7,17,585",4.6,9.1,4.0,119
AST Consultant ,Statestreet-HCL-Services,6-15yrs  ,"2,44,428",1.0,4.5,4.0,119
Assistant System Engineer ,Statestreet-HCL-Services,0-4yrs  ,"2,82,340",1.6,5.3,4.0,119
Associate Consultant ,Statestreet-HCL-Services,4-21yrs  ,"3,15,759",1.6,4.3,4.0,119
Senior Process Associate ,Statestreet-HCL-Services,0-11yrs  ,"11,02,554",8.0,13.3,4.0,119
Software Engineer ,Statestreet-HCL-Services,0-8yrs  ,"7,10,380",4.0,9.5,4.0,119
Process Associate ,Statestreet-HCL-Services,0-9yrs  ,"4,99,496",3.2,7.0,4.0,119
Software Developer ,Statestreet-HCL-Services,0-9yrs  ,"2,99,118",2.0,4.1,4.0,119
System Engineer Hardware ,Statestreet-HCL-Services,0-6yrs  ,"6,88,075",5.2,8.2,4.0,119
System Engineer ,Taj-Hotels-Resorts-and-Palaces,0-10yrs  ,"2,14,038",15.0,7.0,3.8,118
IT Analyst ,Taj-Hotels-Resorts-and-Palaces,3-11yrs  ,"2,20,546",20.0,14.2,3.8,118
AST Consultant ,Taj-Hotels-Resorts-and-Palaces,6-15yrs  ,"2,76,000",25.0,15.2,3.8,118
Assistant System Engineer ,Taj-Hotels-Resorts-and-Palaces,0-4yrs  ,"3,21,402",10.0,5.5,3.8,118
Associate Consultant ,Taj-Hotels-Resorts-and-Palaces,4-21yrs  ,"4,70,552",2.4,7.0,3.8,118
Senior Process Associate ,Taj-Hotels-Resorts-and-Palaces,0-11yrs  ,"1,72,645",14.0,3.6,3.8,118
Software Engineer ,Taj-Hotels-Resorts-and-Palaces,0-8yrs  ,"2,92,576",1.2,6.0,3.8,118
Process Associate ,Taj-Hotels-Resorts-and-Palaces,0-9yrs  ,"4,17,337",2.1,9.0,3.8,118
Software Developer ,Taj-Hotels-Resorts-and-Palaces,0-9yrs  ,"6,20,322",3.2,10.0,3.8,118
System Engineer Hardware ,Taj-Hotels-Resorts-and-Palaces,0-6yrs  ,"1,58,335",10.0,3.2,3.8,118
System Engineer ,Lenskart,0-10yrs  ,"4,04,709",2.4,6.3,4.0,117
IT Analyst ,Lenskart,3-11yrs  ,"3,39,714",1.0,10.6,4.0,117
AST Consultant ,Lenskart,6-15yrs  ,"2,81,455",20.0,5.1,4.0,117
Assistant System Engineer ,Lenskart,0-4yrs  ,"4,35,342",2.7,6.4,4.0,117
Associate Consultant ,Lenskart,4-21yrs  ,"2,73,732",20.0,5.0,4.0,117
Senior Process Associate ,Lenskart,0-11yrs  ,"3,52,260",2.0,5.0,4.0,117
Software Engineer ,Lenskart,0-8yrs  ,"9,98,751",5.5,15.1,4.0,117
Process Associate ,Lenskart,0-9yrs  ,"2,90,218",2.1,4.0,4.0,117
Software Developer ,Lenskart,0-9yrs  ,"2,96,200",2.2,3.9,4.0,117
System Engineer Hardware ,Lenskart,0-6yrs  ,"3,16,687",2.0,4.8,4.0,117
System Engineer ,AFCONS-Infrastructure,0-10yrs  ,"10,98,030",6.0,18.0,4.0,117
IT Analyst ,AFCONS-Infrastructure,3-11yrs  ,"5,82,097",2.2,13.0,4.0,117
AST Consultant ,AFCONS-Infrastructure,6-15yrs  ,"7,57,256",3.7,12.0,4.0,117
Assistant System Engineer ,AFCONS-Infrastructure,0-4yrs  ,"7,49,392",3.9,12.5,4.0,117
Associate Consultant ,AFCONS-Infrastructure,4-21yrs  ,"6,01,155",3.0,11.0,4.0,117
Senior Process Associate ,AFCONS-Infrastructure,0-11yrs  ,"6,83,974",4.0,10.2,4.0,117
Software Engineer ,AFCONS-Infrastructure,0-8yrs  ,"6,76,472",3.9,8.9,4.0,117
Process Associate ,AFCONS-Infrastructure,0-9yrs  ,"5,87,905",2.0,12.1,4.0,117
Software Developer ,AFCONS-Infrastructure,0-9yrs  ,"10,60,122",7.1,17.0,4.0,117
System Engineer Hardware ,AFCONS-Infrastructure,0-6yrs  ,"6,13,157",2.5,10.0,4.0,117
System Engineer ,State-Street-Syntel,0-10yrs  ,"3,74,296",1.5,6.1,3.5,117
IT Analyst ,State-Street-Syntel,3-11yrs  ,"2,89,946",1.5,4.3,3.5,117
AST Consultant ,State-Street-Syntel,6-15yrs  ,"5,94,946",2.7,8.5,3.5,117
Assistant System Engineer ,State-Street-Syntel,0-4yrs  ,"2,61,123",1.5,3.6,3.5,117
Associate Consultant ,State-Street-Syntel,4-21yrs  ,"8,35,171",4.9,12.9,3.5,117
Senior Process Associate ,State-Street-Syntel,0-11yrs  ,"2,90,597",1.7,3.5,3.5,117
Software Engineer ,State-Street-Syntel,0-8yrs  ,"3,54,300",2.1,4.4,3.5,117
Process Associate ,State-Street-Syntel,0-9yrs  ,"3,51,397",2.0,4.9,3.5,117
Software Developer ,State-Street-Syntel,0-9yrs  ,"5,95,345",3.6,7.2,3.5,117
System Engineer Hardware ,State-Street-Syntel,0-6yrs  ,"2,22,420",1.0,3.2,3.5,117
System Engineer ,Tech-Mahindra-Business-Services,0-10yrs  ,"3,49,166",17.5,6.0,4.0,116
IT Analyst ,Tech-Mahindra-Business-Services,3-11yrs  ,"2,83,258",1.0,6.0,4.0,116
AST Consultant ,Tech-Mahindra-Business-Services,6-15yrs  ,"4,16,751",2.2,6.7,4.0,116
Assistant System Engineer ,Tech-Mahindra-Business-Services,0-4yrs  ,"5,10,882",24.0,10.2,4.0,116
Associate Consultant ,Tech-Mahindra-Business-Services,4-21yrs  ,"2,51,706",1.2,5.5,4.0,116
Senior Process Associate ,Tech-Mahindra-Business-Services,0-11yrs  ,"4,07,208",1.7,5.6,4.0,116
Software Engineer ,Tech-Mahindra-Business-Services,0-8yrs  ,"2,76,761",1.0,5.5,4.0,116
Process Associate ,Tech-Mahindra-Business-Services,0-9yrs  ,"5,57,371",2.2,10.0,4.0,116
Software Developer ,Tech-Mahindra-Business-Services,0-9yrs  ,"2,80,485",1.1,6.9,4.0,116
System Engineer Hardware ,Tech-Mahindra-Business-Services,0-6yrs  ,"2,93,814",1.2,4.6,4.0,116
System Engineer ,Tractors-and-Farm-Equipment,0-10yrs  ,"3,06,019",1.8,4.5,3.4,116
IT Analyst ,Tractors-and-Farm-Equipment,3-11yrs  ,"7,40,556",5.0,10.4,3.4,116
AST Consultant ,Tractors-and-Farm-Equipment,6-15yrs  ,"7,75,162",5.3,9.9,3.4,116
Assistant System Engineer ,Tractors-and-Farm-Equipment,0-4yrs  ,"1,91,465",1.0,2.6,3.4,116
Associate Consultant ,Tractors-and-Farm-Equipment,4-21yrs  ,"6,89,968",4.2,8.8,3.4,116
Senior Process Associate ,Tractors-and-Farm-Equipment,0-11yrs  ,"12,93,896",9.0,15.1,3.4,116
Software Engineer ,Tractors-and-Farm-Equipment,0-8yrs  ,"10,81,583",7.5,13.9,3.4,116
Process Associate ,Tractors-and-Farm-Equipment,0-9yrs  ,"3,67,492",1.9,5.0,3.4,116
Software Developer ,Tractors-and-Farm-Equipment,0-9yrs  ,"4,30,254",1.0,10.5,3.4,116
System Engineer Hardware ,Tractors-and-Farm-Equipment,0-6yrs  ,"6,00,339",3.7,7.0,3.4,116
System Engineer ,Walmart,0-10yrs  ,"28,80,964",13.0,43.0,3.5,115
IT Analyst ,Walmart,3-11yrs  ,"44,55,893",11.5,94.0,3.5,115
AST Consultant ,Walmart,6-15yrs  ,"23,74,941",3.6,40.0,3.5,115
Assistant System Engineer ,Walmart,0-4yrs  ,"2,71,670",1.1,4.5,3.5,115
Associate Consultant ,Walmart,4-21yrs  ,"2,72,367",1.0,4.5,3.5,115
Senior Process Associate ,Walmart,0-11yrs  ,"4,82,293",2.2,10.0,3.5,115
Software Engineer ,Walmart,0-8yrs  ,"1,68,225",15.0,2.5,3.5,115
Process Associate ,Walmart,0-9yrs  ,"30,07,262",15.6,41.0,3.5,115
Software Developer ,Walmart,0-9yrs  ,"2,84,811",1.8,4.2,3.5,115
System Engineer Hardware ,Walmart,0-6yrs  ,"45,10,230",19.0,77.0,3.5,115
System Engineer ,Max-Healthcare,0-10yrs  ,"3,10,891",25.0,21.0,4.3,115
IT Analyst ,Max-Healthcare,3-11yrs  ,"2,86,422",1.5,4.8,4.3,115
AST Consultant ,Max-Healthcare,6-15yrs  ,"7,96,473",4.5,13.0,4.3,115
Assistant System Engineer ,Max-Healthcare,0-4yrs  ,"3,42,756",1.8,4.6,4.3,115
Associate Consultant ,Max-Healthcare,4-21yrs  ,"17,73,779",2.5,30.0,4.3,115
Senior Process Associate ,Max-Healthcare,0-11yrs  ,"4,20,697",2.2,6.2,4.3,115
Software Engineer ,Max-Healthcare,0-8yrs  ,"3,23,701",1.5,4.3,4.3,115
Process Associate ,Max-Healthcare,0-9yrs  ,"4,58,954",3.0,5.8,4.3,115
Software Developer ,Max-Healthcare,0-9yrs  ,"3,25,214",1.8,4.5,4.3,115
System Engineer Hardware ,Max-Healthcare,0-6yrs  ,"3,50,375",1.9,4.4,4.3,115
System Engineer ,AGS-Health,0-10yrs  ,"3,07,967",15.0,5.7,4.1,114
IT Analyst ,AGS-Health,3-11yrs  ,"3,31,648",10.0,6.5,4.1,114
AST Consultant ,AGS-Health,6-15yrs  ,"3,24,416",14.5,5.5,4.1,114
Assistant System Engineer ,AGS-Health,0-4yrs  ,"4,98,373",2.0,7.5,4.1,114
Associate Consultant ,AGS-Health,4-21yrs  ,"6,09,864",2.3,10.1,4.1,114
Senior Process Associate ,AGS-Health,0-11yrs  ,"3,77,658",1.3,6.0,4.1,114
Software Engineer ,AGS-Health,0-8yrs  ,"3,70,603",1.3,7.5,4.1,114
Process Associate ,AGS-Health,0-9yrs  ,"2,84,774",1.1,4.0,4.1,114
Software Developer ,AGS-Health,0-9yrs  ,"5,63,425",2.1,8.3,4.1,114
System Engineer Hardware ,AGS-Health,0-6yrs  ,"3,61,997",1.7,6.0,4.1,114
System Engineer ,Mankind-Pharma,0-10yrs  ,"4,68,816",3.0,6.5,3.4,114
IT Analyst ,Mankind-Pharma,3-11yrs  ,"3,85,562",2.0,6.0,3.4,114
AST Consultant ,Mankind-Pharma,6-15yrs  ,"3,88,266",20.0,8.0,3.4,114
Assistant System Engineer ,Mankind-Pharma,0-4yrs  ,"6,28,418",4.3,9.9,3.4,114
Associate Consultant ,Mankind-Pharma,4-21yrs  ,"5,44,187",3.4,7.9,3.4,114
Senior Process Associate ,Mankind-Pharma,0-11yrs  ,"7,12,865",3.3,10.2,3.4,114
Software Engineer ,Mankind-Pharma,0-8yrs  ,"10,43,730",7.0,13.5,3.4,114
Process Associate ,Mankind-Pharma,0-9yrs  ,"3,51,546",2.1,4.3,3.4,114
Software Developer ,Mankind-Pharma,0-9yrs  ,"3,62,386",2.4,5.0,3.4,114
System Engineer Hardware ,Mankind-Pharma,0-6yrs  ,"2,82,243",1.2,3.6,3.4,114
System Engineer ,Capgemini-Engineering,0-10yrs  ,"10,49,098",3.6,25.0,4.2,114
IT Analyst ,Capgemini-Engineering,3-11yrs  ,"17,10,435",7.6,31.0,4.2,114
AST Consultant ,Capgemini-Engineering,6-15yrs  ,"5,56,537",3.0,12.6,4.2,114
Assistant System Engineer ,Capgemini-Engineering,0-4yrs  ,"6,14,514",2.1,10.0,4.2,114
Associate Consultant ,Capgemini-Engineering,4-21yrs  ,"24,85,671",12.5,37.0,4.2,114
Senior Process Associate ,Capgemini-Engineering,0-11yrs  ,"9,62,027",3.8,19.0,4.2,114
Software Engineer ,Capgemini-Engineering,0-8yrs  ,"9,93,118",5.1,15.2,4.2,114
Process Associate ,Capgemini-Engineering,0-9yrs  ,"10,57,395",4.0,34.2,4.2,114
Software Developer ,Capgemini-Engineering,0-9yrs  ,"4,46,288",3.0,9.5,4.2,114
System Engineer Hardware ,Capgemini-Engineering,0-6yrs  ,"4,60,236",2.0,7.0,4.2,114
System Engineer ,Zensar-Technologies,0-10yrs  ,"6,75,411",2.0,16.5,3.9,113
IT Analyst ,Zensar-Technologies,3-11yrs  ,"13,53,060",4.0,36.0,3.9,113
AST Consultant ,Zensar-Technologies,6-15yrs  ,"17,90,103",6.0,28.0,3.9,113
Assistant System Engineer ,Zensar-Technologies,0-4yrs  ,"6,60,745",2.4,12.0,3.9,113
Associate Consultant ,Zensar-Technologies,4-21yrs  ,"4,38,149",2.6,8.5,3.9,113
Senior Process Associate ,Zensar-Technologies,0-11yrs  ,"23,75,021",10.0,35.0,3.9,113
Software Engineer ,Zensar-Technologies,0-8yrs  ,"4,11,233",2.5,6.5,3.9,113
Process Associate ,Zensar-Technologies,0-9yrs  ,"10,13,107",3.5,22.0,3.9,113
Software Developer ,Zensar-Technologies,0-9yrs  ,"5,95,749",2.3,10.0,3.9,113
System Engineer Hardware ,Zensar-Technologies,0-6yrs  ,"5,70,063",3.6,10.0,3.9,113
System Engineer ,Tata-Technologies,0-10yrs  ,"8,94,845",3.5,16.0,3.6,113
IT Analyst ,Tata-Technologies,3-11yrs  ,"6,60,793",1.1,12.3,3.6,113
AST Consultant ,Tata-Technologies,6-15yrs  ,"7,71,810",2.0,18.5,3.6,113
Assistant System Engineer ,Tata-Technologies,0-4yrs  ,"13,78,315",7.3,25.0,3.6,113
Associate Consultant ,Tata-Technologies,4-21yrs  ,"12,23,798",6.0,20.0,3.6,113
Senior Process Associate ,Tata-Technologies,0-11yrs  ,"5,53,444",3.0,9.5,3.6,113
Software Engineer ,Tata-Technologies,0-8yrs  ,"8,60,143",5.0,15.0,3.6,113
Process Associate ,Tata-Technologies,0-9yrs  ,"6,72,602",3.0,11.2,3.6,113
Software Developer ,Tata-Technologies,0-9yrs  ,"8,09,115",4.7,15.0,3.6,113
System Engineer Hardware ,Tata-Technologies,0-6yrs  ,"23,50,901",14.8,35.0,3.6,113
System Engineer ,Square-Yards,0-10yrs  ,"3,19,805",1.5,8.0,4.2,112
IT Analyst ,Square-Yards,3-11yrs  ,"5,22,997",1.8,12.2,4.2,112
AST Consultant ,Square-Yards,6-15yrs  ,"3,40,402",1.9,5.3,4.2,112
Assistant System Engineer ,Square-Yards,0-4yrs  ,"5,11,743",3.5,15.3,4.2,112
Associate Consultant ,Square-Yards,4-21yrs  ,"2,93,131",1.8,4.9,4.2,112
Senior Process Associate ,Square-Yards,0-11yrs  ,"3,19,064",2.0,4.5,4.2,112
Software Engineer ,Square-Yards,0-8yrs  ,"9,66,524",5.0,17.8,4.2,112
Process Associate ,Square-Yards,0-9yrs  ,"5,98,295",2.2,10.4,4.2,112
Software Developer ,Square-Yards,0-9yrs  ,"5,98,993",3.0,10.0,4.2,112
System Engineer Hardware ,Square-Yards,0-6yrs  ,"3,82,738",2.8,5.4,4.2,112
System Engineer ,Fortis-Healthcare,0-10yrs  ,"3,60,819",25.0,25.2,3.7,112
IT Analyst ,Fortis-Healthcare,3-11yrs  ,"7,54,447",90.0,38.4,3.7,112
AST Consultant ,Fortis-Healthcare,6-15yrs  ,"2,68,761",1.4,3.7,3.7,112
Assistant System Engineer ,Fortis-Healthcare,0-4yrs  ,"3,73,777",1.8,5.6,3.7,112
Associate Consultant ,Fortis-Healthcare,4-21yrs  ,"2,88,317",15.0,5.1,3.7,112
Senior Process Associate ,Fortis-Healthcare,0-11yrs  ,"5,88,779",2.3,8.0,3.7,112
Software Engineer ,Fortis-Healthcare,0-8yrs  ,"3,63,585",1.9,6.0,3.7,112
Process Associate ,Fortis-Healthcare,0-9yrs  ,"4,04,072",2.5,6.0,3.7,112
Software Developer ,Fortis-Healthcare,0-9yrs  ,"19,05,062",1.7,40.0,3.7,112
System Engineer Hardware ,Fortis-Healthcare,0-6yrs  ,"15,50,830",1.5,28.0,3.7,112
System Engineer ,Landmark-Group,0-10yrs  ,"7,79,931",3.0,21.0,4.0,111
IT Analyst ,Landmark-Group,3-11yrs  ,"3,58,990",2.0,6.0,4.0,111
AST Consultant ,Landmark-Group,6-15yrs  ,"5,48,956",2.5,16.0,4.0,111
Assistant System Engineer ,Landmark-Group,0-4yrs  ,"9,73,016",4.5,22.1,4.0,111
Associate Consultant ,Landmark-Group,4-21yrs  ,"3,01,047",95.0,12.0,4.0,111
Senior Process Associate ,Landmark-Group,0-11yrs  ,"2,09,455",1.0,4.0,4.0,111
Software Engineer ,Landmark-Group,0-8yrs  ,"4,35,451",2.6,8.0,4.0,111
Process Associate ,Landmark-Group,0-9yrs  ,"2,56,515",45.0,10.6,4.0,111
Software Developer ,Landmark-Group,0-9yrs  ,"5,42,417",4.0,6.8,4.0,111
System Engineer Hardware ,Landmark-Group,0-6yrs  ,"3,36,832",1.5,5.1,4.0,111
System Engineer ,Nestle,0-10yrs  ,"9,69,442",1.7,19.4,3.9,111
IT Analyst ,Nestle,3-11yrs  ,"7,54,767",2.7,12.0,3.9,111
AST Consultant ,Nestle,6-15yrs  ,"6,60,726",3.4,10.2,3.9,111
Assistant System Engineer ,Nestle,0-4yrs  ,"15,51,162",8.0,22.0,3.9,111
Associate Consultant ,Nestle,4-21yrs  ,"10,34,427",6.8,12.7,3.9,111
Senior Process Associate ,Nestle,0-11yrs  ,"11,52,713",7.0,15.7,3.9,111
Software Engineer ,Nestle,0-8yrs  ,"2,42,646",1.4,3.5,3.9,111
Process Associate ,Nestle,0-9yrs  ,"23,54,648",4.5,33.0,3.9,111
Software Developer ,Nestle,0-9yrs  ,"3,21,633",2.2,5.1,3.9,111
System Engineer Hardware ,Nestle,0-6yrs  ,"10,77,675",7.0,12.7,3.9,111
System Engineer ,Blue-Dart-Express,0-10yrs  ,"3,84,276",1.2,6.0,4.4,110
IT Analyst ,Blue-Dart-Express,3-11yrs  ,"5,86,968",3.5,8.0,4.4,110
AST Consultant ,Blue-Dart-Express,6-15yrs  ,"1,49,318",10.0,4.0,4.4,110
Assistant System Engineer ,Blue-Dart-Express,0-4yrs  ,"3,22,443",1.2,5.1,4.4,110
Associate Consultant ,Blue-Dart-Express,4-21yrs  ,"2,09,058",1.0,3.2,4.4,110
Senior Process Associate ,Blue-Dart-Express,0-11yrs  ,"3,88,366",2.4,5.4,4.4,110
Software Engineer ,Blue-Dart-Express,0-8yrs  ,"5,27,716",3.5,7.0,4.4,110
Process Associate ,Blue-Dart-Express,0-9yrs  ,"4,39,713",2.0,5.5,4.4,110
Software Developer ,Blue-Dart-Express,0-9yrs  ,"2,36,547",1.1,5.0,4.4,110
System Engineer Hardware ,Blue-Dart-Express,0-6yrs  ,"2,03,806",20.0,10.2,4.4,110
System Engineer ,Birla-Sun-Life-Insurance,0-10yrs  ,"2,38,276",1.6,3.5,3.8,110
IT Analyst ,Birla-Sun-Life-Insurance,3-11yrs  ,"2,84,071",2.0,4.0,3.8,110
AST Consultant ,Birla-Sun-Life-Insurance,6-15yrs  ,"8,31,534",5.0,12.0,3.8,110
Assistant System Engineer ,Birla-Sun-Life-Insurance,0-4yrs  ,"3,80,070",1.7,5.2,3.8,110
Associate Consultant ,Birla-Sun-Life-Insurance,4-21yrs  ,"5,90,719",2.5,9.5,3.8,110
Senior Process Associate ,Birla-Sun-Life-Insurance,0-11yrs  ,"3,12,894",22.0,5.3,3.8,110
Software Engineer ,Birla-Sun-Life-Insurance,0-8yrs  ,"2,92,197",2.2,4.0,3.8,110
Process Associate ,Birla-Sun-Life-Insurance,0-9yrs  ,"3,26,440",2.5,3.5,3.8,110
Software Developer ,Birla-Sun-Life-Insurance,0-9yrs  ,"2,75,123",1.6,3.5,3.8,110
System Engineer Hardware ,Birla-Sun-Life-Insurance,0-6yrs  ,"2,66,040",1.6,3.7,3.8,110
System Engineer ,Ola-Cabs,0-10yrs  ,"3,09,944",1.8,5.0,4.0,110
IT Analyst ,Ola-Cabs,3-11yrs  ,"4,69,668",1.6,7.6,4.0,110
AST Consultant ,Ola-Cabs,6-15yrs  ,"22,63,649",9.5,32.0,4.0,110
Assistant System Engineer ,Ola-Cabs,0-4yrs  ,"12,25,789",5.8,16.2,4.0,110
Associate Consultant ,Ola-Cabs,4-21yrs  ,"3,29,922",1.8,4.2,4.0,110
Senior Process Associate ,Ola-Cabs,0-11yrs  ,"4,27,557",1.9,7.6,4.0,110
Software Engineer ,Ola-Cabs,0-8yrs  ,"3,33,389",2.4,5.5,4.0,110
Process Associate ,Ola-Cabs,0-9yrs  ,"4,80,930",2.0,8.5,4.0,110
Software Developer ,Ola-Cabs,0-9yrs  ,"2,87,457",1.8,4.5,4.0,110
System Engineer Hardware ,Ola-Cabs,0-6yrs  ,"2,99,878",1.3,4.5,4.0,110
System Engineer ,Fiserv,0-10yrs  ,"22,95,308",11.0,34.0,3.6,109
IT Analyst ,Fiserv,3-11yrs  ,"13,14,741",4.0,23.5,3.6,109
AST Consultant ,Fiserv,6-15yrs  ,"10,15,187",3.6,19.8,3.6,109
Assistant System Engineer ,Fiserv,0-4yrs  ,"8,07,797",2.4,15.3,3.6,109
Associate Consultant ,Fiserv,4-21yrs  ,"9,19,394",3.0,21.9,3.6,109
Senior Process Associate ,Fiserv,0-11yrs  ,"12,50,914",4.0,18.0,3.6,109
Software Engineer ,Fiserv,0-8yrs  ,"8,76,706",3.8,16.3,3.6,109
Process Associate ,Fiserv,0-9yrs  ,"15,13,238",6.8,21.5,3.6,109
Software Developer ,Fiserv,0-9yrs  ,"22,37,494",12.7,30.0,3.6,109
System Engineer Hardware ,Fiserv,0-6yrs  ,"12,45,239",6.0,20.0,3.6,109
System Engineer ,IGT-Solutions,0-10yrs  ,"3,42,768",10.0,18.0,3.8,109
IT Analyst ,IGT-Solutions,3-11yrs  ,"2,89,883",25.0,31.0,3.8,109
AST Consultant ,IGT-Solutions,6-15yrs  ,"2,73,535",1.0,6.0,3.8,109
Assistant System Engineer ,IGT-Solutions,0-4yrs  ,"4,42,345",2.8,7.0,3.8,109
Associate Consultant ,IGT-Solutions,4-21yrs  ,"4,48,951",1.9,8.5,3.8,109
Senior Process Associate ,IGT-Solutions,0-11yrs  ,"10,99,645",6.0,16.0,3.8,109
Software Engineer ,IGT-Solutions,0-8yrs  ,"8,08,413",3.2,14.0,3.8,109
Process Associate ,IGT-Solutions,0-9yrs  ,"3,55,110",1.2,6.0,3.8,109
Software Developer ,IGT-Solutions,0-9yrs  ,"14,94,189",8.4,21.3,3.8,109
System Engineer Hardware ,IGT-Solutions,0-6yrs  ,"3,20,726",1.5,5.0,3.8,109
System Engineer ,HDFC-Sales,0-10yrs  ,"2,67,280",1.1,5.5,4.4,109
IT Analyst ,HDFC-Sales,3-11yrs  ,"2,43,836",1.2,4.5,4.4,109
AST Consultant ,HDFC-Sales,6-15yrs  ,"2,50,493",20.0,7.0,4.4,109
Assistant System Engineer ,HDFC-Sales,0-4yrs  ,"3,15,289",1.3,6.8,4.4,109
Associate Consultant ,HDFC-Sales,4-21yrs  ,"4,96,408",2.2,11.0,4.4,109
Senior Process Associate ,HDFC-Sales,0-11yrs  ,"2,41,227",1.3,3.5,4.4,109
Software Engineer ,HDFC-Sales,0-8yrs  ,"2,64,827",1.0,4.5,4.4,109
Process Associate ,HDFC-Sales,0-9yrs  ,"2,77,086",1.6,3.9,4.4,109
Software Developer ,HDFC-Sales,0-9yrs  ,"3,09,341",1.5,5.2,4.4,109
System Engineer Hardware ,HDFC-Sales,0-6yrs  ,"2,46,399",1.1,4.5,4.4,109
System Engineer ,Societe-Generale,0-10yrs  ,"9,73,426",3.5,20.0,3.7,108
IT Analyst ,Societe-Generale,3-11yrs  ,"18,16,511",5.5,30.0,3.7,108
AST Consultant ,Societe-Generale,6-15yrs  ,"5,82,911",2.8,10.0,3.7,108
Assistant System Engineer ,Societe-Generale,0-4yrs  ,"16,76,812",3.6,31.1,3.7,108
Associate Consultant ,Societe-Generale,4-21yrs  ,"16,62,561",6.2,26.0,3.7,108
Senior Process Associate ,Societe-Generale,0-11yrs  ,"11,90,589",1.0,27.0,3.7,108
Software Engineer ,Societe-Generale,0-8yrs  ,"25,45,714",12.1,37.0,3.7,108
Process Associate ,Societe-Generale,0-9yrs  ,"27,59,957",10.0,44.5,3.7,108
Software Developer ,Societe-Generale,0-9yrs  ,"25,08,120",10.4,37.0,3.7,108
System Engineer Hardware ,Societe-Generale,0-6yrs  ,"4,72,711",2.7,6.8,3.7,108
System Engineer ,BlackBuck,0-10yrs  ,"2,97,652",1.8,5.5,4.0,108
IT Analyst ,BlackBuck,3-11yrs  ,"5,10,697",3.0,7.5,4.0,108
AST Consultant ,BlackBuck,6-15yrs  ,"5,30,990",3.2,8.3,4.0,108
Assistant System Engineer ,BlackBuck,0-4yrs  ,"2,52,267",1.7,4.0,4.0,108
Associate Consultant ,BlackBuck,4-21yrs  ,"2,68,679",1.8,3.5,4.0,108
Senior Process Associate ,BlackBuck,0-11yrs  ,"2,55,879",1.5,4.0,4.0,108
Software Engineer ,BlackBuck,0-8yrs  ,"4,67,380",2.8,7.7,4.0,108
Process Associate ,BlackBuck,0-9yrs  ,"2,23,389",1.2,4.0,4.0,108
Software Developer ,BlackBuck,0-9yrs  ,"10,40,342",2.8,17.1,4.0,108
System Engineer Hardware ,BlackBuck,0-6yrs  ,"2,63,508",1.2,4.2,4.0,108
