Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Associate Consultant ,Schneider-Electric,4-21yrs  ,"5,15,590",30.0,11.0,4.1,242
Senior Process Associate ,Schneider-Electric,0-11yrs  ,"4,77,414",3.0,7.7,4.1,242
Software Engineer ,Schneider-Electric,0-8yrs  ,"13,14,329",4.5,26.5,4.1,242
Process Associate ,Schneider-Electric,0-9yrs  ,"9,41,184",5.1,20.0,4.1,242
Software Developer ,Schneider-Electric,0-9yrs  ,"3,29,164",25.0,15.0,4.1,242
System Engineer Hardware ,Schneider-Electric,0-6yrs  ,"2,75,467",1.0,8.1,4.1,242
System Engineer ,Nagarro,0-10yrs  ,"21,64,223",6.5,33.0,4.5,238
IT Analyst ,Nagarro,3-11yrs  ,"15,70,983",4.0,28.5,4.5,238
AST Consultant ,Nagarro,6-15yrs  ,"26,99,705",10.0,40.0,4.5,238
Assistant System Engineer ,Nagarro,0-4yrs  ,"19,04,042",7.0,30.0,4.5,238
Associate Consultant ,Nagarro,4-21yrs  ,"9,07,926",3.0,16.4,4.5,238
Senior Process Associate ,Nagarro,0-11yrs  ,"17,97,396",6.1,31.2,4.5,238
Software Engineer ,Nagarro,0-8yrs  ,"12,03,450",4.7,16.5,4.5,238
Process Associate ,Nagarro,0-9yrs  ,"4,42,429",2.6,6.5,4.5,238
Software Developer ,Nagarro,0-9yrs  ,"26,06,253",11.5,35.0,4.5,238
System Engineer Hardware ,Nagarro,0-6yrs  ,"17,36,795",6.1,28.5,4.5,238
System Engineer ,Samsung,0-10yrs  ,"3,04,333",10.0,20.0,3.7,237
IT Analyst ,Samsung,3-11yrs  ,"2,84,587",20.0,20.2,3.7,237
AST Consultant ,Samsung,6-15yrs  ,"13,89,966",1.1,29.0,3.7,237
Assistant System Engineer ,Samsung,0-4yrs  ,"2,12,141",10.0,9.0,3.7,237
Associate Consultant ,Samsung,4-21yrs  ,"20,20,326",8.3,31.0,3.7,237
Senior Process Associate ,Samsung,0-11yrs  ,"12,66,630",2.3,30.9,3.7,237
Software Engineer ,Samsung,0-8yrs  ,"2,24,663",10.0,17.0,3.7,237
Process Associate ,Samsung,0-9yrs  ,"20,07,753",7.2,40.0,3.7,237
Software Developer ,Samsung,0-9yrs  ,"3,50,089",1.0,8.5,3.7,237
System Engineer Hardware ,Samsung,0-6yrs  ,"20,91,748",1.0,32.0,3.7,237
System Engineer ,CBRE,0-10yrs  ,"3,85,278",2.1,5.5,3.5,235
IT Analyst ,CBRE,3-11yrs  ,"6,28,814",3.0,10.2,3.5,235
AST Consultant ,CBRE,6-15yrs  ,"8,51,979",3.7,13.5,3.5,235
Assistant System Engineer ,CBRE,0-4yrs  ,"5,44,668",3.3,8.0,3.5,235
Associate Consultant ,CBRE,4-21yrs  ,"7,86,337",4.0,12.1,3.5,235
Senior Process Associate ,CBRE,0-11yrs  ,"4,43,882",2.0,7.0,3.5,235
Software Engineer ,CBRE,0-8yrs  ,"4,96,812",3.1,7.6,3.5,235
Process Associate ,CBRE,0-9yrs  ,"10,11,829",6.0,16.0,3.5,235
Software Developer ,CBRE,0-9yrs  ,"4,16,605",2.8,5.6,3.5,235
System Engineer Hardware ,CBRE,0-6yrs  ,"16,45,178",8.4,27.0,3.5,235
System Engineer ,GlobalLogic,0-10yrs  ,"2,49,568",1.0,8.0,3.6,233
IT Analyst ,GlobalLogic,3-11yrs  ,"11,82,502",4.0,30.0,3.6,233
AST Consultant ,GlobalLogic,6-15yrs  ,"2,51,327",1.1,4.4,3.6,233
Assistant System Engineer ,GlobalLogic,0-4yrs  ,"7,60,301",3.1,16.0,3.6,233
Associate Consultant ,GlobalLogic,4-21yrs  ,"18,65,359",6.2,34.0,3.6,233
Senior Process Associate ,GlobalLogic,0-11yrs  ,"3,20,218",1.7,6.8,3.6,233
Software Engineer ,GlobalLogic,0-8yrs  ,"2,80,477",1.5,6.0,3.6,233
Process Associate ,GlobalLogic,0-9yrs  ,"10,56,318",4.8,19.3,3.6,233
Software Developer ,GlobalLogic,0-9yrs  ,"4,78,918",3.0,8.3,3.6,233
System Engineer Hardware ,GlobalLogic,0-6yrs  ,"7,00,336",3.1,15.5,3.6,233
System Engineer ,Virtusa-Consulting-Services,0-10yrs  ,"15,54,944",4.1,29.0,3.7,231
IT Analyst ,Virtusa-Consulting-Services,3-11yrs  ,"8,66,227",2.6,18.5,3.7,231
AST Consultant ,Virtusa-Consulting-Services,6-15yrs  ,"19,94,267",7.0,32.0,3.7,231
Assistant System Engineer ,Virtusa-Consulting-Services,0-4yrs  ,"6,69,185",2.4,12.5,3.7,231
Associate Consultant ,Virtusa-Consulting-Services,4-21yrs  ,"4,86,431",2.3,6.6,3.7,231
Senior Process Associate ,Virtusa-Consulting-Services,0-11yrs  ,"5,13,666",2.0,8.2,3.7,231
Software Engineer ,Virtusa-Consulting-Services,0-8yrs  ,"13,55,696",5.1,26.0,3.7,231
Process Associate ,Virtusa-Consulting-Services,0-9yrs  ,"12,46,149",3.0,25.0,3.7,231
Software Developer ,Virtusa-Consulting-Services,0-9yrs  ,"7,83,614",2.7,19.0,3.7,231
System Engineer Hardware ,Virtusa-Consulting-Services,0-6yrs  ,"4,92,930",2.4,9.0,3.7,231
System Engineer ,JBM-Group,0-10yrs  ,"2,94,073",15.0,5.4,4.2,229
IT Analyst ,JBM-Group,3-11yrs  ,"3,10,905",1.2,4.8,4.2,229
AST Consultant ,JBM-Group,6-15yrs  ,"3,26,485",20.0,5.3,4.2,229
Assistant System Engineer ,JBM-Group,0-4yrs  ,"3,90,461",1.7,5.5,4.2,229
Associate Consultant ,JBM-Group,4-21yrs  ,"2,82,452",1.1,4.8,4.2,229
Senior Process Associate ,JBM-Group,0-11yrs  ,"2,12,393",1.0,10.1,4.2,229
Software Engineer ,JBM-Group,0-8yrs  ,"5,61,266",3.1,7.6,4.2,229
Process Associate ,JBM-Group,0-9yrs  ,"3,99,256",2.0,5.0,4.2,229
Software Developer ,JBM-Group,0-9yrs  ,"2,74,640",1.0,4.0,4.2,229
System Engineer Hardware ,JBM-Group,0-6yrs  ,"10,73,405",6.3,16.0,4.2,229
System Engineer ,Dell,0-10yrs  ,"18,99,622",4.8,31.5,4.2,228
IT Analyst ,Dell,3-11yrs  ,"9,86,528",2.8,23.0,4.2,228
AST Consultant ,Dell,6-15yrs  ,"29,04,258",13.5,43.7,4.2,228
Assistant System Engineer ,Dell,0-4yrs  ,"11,77,893",3.6,18.0,4.2,228
Associate Consultant ,Dell,4-21yrs  ,"14,16,013",7.0,20.0,4.2,228
Senior Process Associate ,Dell,0-11yrs  ,"6,71,915",2.3,15.0,4.2,228
Software Engineer ,Dell,0-8yrs  ,"6,99,417",3.0,12.0,4.2,228
Process Associate ,Dell,0-9yrs  ,"5,80,931",4.0,7.0,4.2,228
Software Developer ,Dell,0-9yrs  ,"8,09,044",2.4,16.0,4.2,228
System Engineer Hardware ,Dell,0-6yrs  ,"4,89,529",1.8,7.1,4.2,228
System Engineer ,Ecom-Express,0-10yrs  ,"2,14,112",8.5,4.1,3.6,227
IT Analyst ,Ecom-Express,3-11yrs  ,"3,05,468",1.0,5.1,3.6,227
AST Consultant ,Ecom-Express,6-15yrs  ,"2,16,389",1.0,3.5,3.6,227
Assistant System Engineer ,Ecom-Express,0-4yrs  ,"1,61,481",9.2,24.0,3.6,227
Associate Consultant ,Ecom-Express,4-21yrs  ,"3,38,272",2.0,4.1,3.6,227
Senior Process Associate ,Ecom-Express,0-11yrs  ,"4,31,475",1.8,6.0,3.6,227
Software Engineer ,Ecom-Express,0-8yrs  ,"2,40,845",1.0,4.3,3.6,227
Process Associate ,Ecom-Express,0-9yrs  ,"3,22,403",1.6,4.8,3.6,227
Software Developer ,Ecom-Express,0-9yrs  ,"1,89,228",15.0,10.2,3.6,227
System Engineer Hardware ,Ecom-Express,0-6yrs  ,"2,62,662",1.0,5.4,3.6,227
System Engineer ,State-Bank-of-India,0-10yrs  ,"14,71,512",60.0,25.0,3.6,225
IT Analyst ,State-Bank-of-India,3-11yrs  ,"16,51,055",55.0,35.0,3.6,225
AST Consultant ,State-Bank-of-India,6-15yrs  ,"26,68,334",1.0,60.0,3.6,225
Assistant System Engineer ,State-Bank-of-India,0-4yrs  ,"2,41,350",10.0,7.5,3.6,225
Associate Consultant ,State-Bank-of-India,4-21yrs  ,"10,82,934",2.5,29.5,3.6,225
Senior Process Associate ,State-Bank-of-India,0-11yrs  ,"2,00,532",11.0,18.0,3.6,225
Software Engineer ,State-Bank-of-India,0-8yrs  ,"29,28,332",1.0,48.0,3.6,225
Process Associate ,State-Bank-of-India,0-9yrs  ,"9,49,482",4.5,15.0,3.6,225
Software Developer ,State-Bank-of-India,0-9yrs  ,"10,37,609",6.0,23.0,3.6,225
System Engineer Hardware ,State-Bank-of-India,0-6yrs  ,"11,62,310",3.2,17.1,3.6,225
System Engineer ,Bajaj-Auto,0-10yrs  ,"4,22,677",1.1,10.0,4.6,224
IT Analyst ,Bajaj-Auto,3-11yrs  ,"2,09,020",1.2,3.5,4.6,224
AST Consultant ,Bajaj-Auto,6-15yrs  ,"25,44,915",9.0,34.0,4.6,224
Assistant System Engineer ,Bajaj-Auto,0-4yrs  ,"1,60,498",10.0,4.0,4.6,224
Associate Consultant ,Bajaj-Auto,4-21yrs  ,"17,15,651",6.3,29.0,4.6,224
Senior Process Associate ,Bajaj-Auto,0-11yrs  ,"1,83,127",1.0,10.1,4.6,224
Software Engineer ,Bajaj-Auto,0-8yrs  ,"1,68,215",10.0,15.2,4.6,224
Process Associate ,Bajaj-Auto,0-9yrs  ,"3,88,001",1.7,7.4,4.6,224
Software Developer ,Bajaj-Auto,0-9yrs  ,"12,71,028",1.0,35.3,4.6,224
System Engineer Hardware ,Bajaj-Auto,0-6yrs  ,"6,74,934",1.4,12.0,4.6,224
System Engineer ,Swiggy,0-10yrs  ,"2,12,551",10.0,29.2,4.1,221
IT Analyst ,Swiggy,3-11yrs  ,"3,92,521",2.5,5.3,4.1,221
AST Consultant ,Swiggy,6-15yrs  ,"5,89,785",2.1,9.0,4.1,221
Assistant System Engineer ,Swiggy,0-4yrs  ,"2,90,804",1.2,4.6,4.1,221
Associate Consultant ,Swiggy,4-21yrs  ,"7,73,060",5.0,10.0,4.1,221
Senior Process Associate ,Swiggy,0-11yrs  ,"9,44,024",4.2,12.0,4.1,221
Software Engineer ,Swiggy,0-8yrs  ,"3,63,011",1.6,5.4,4.1,221
Process Associate ,Swiggy,0-9yrs  ,"3,63,872",2.4,5.4,4.1,221
Software Developer ,Swiggy,0-9yrs  ,"3,52,546",1.4,5.0,4.1,221
System Engineer Hardware ,Swiggy,0-6yrs  ,"2,33,410",10.0,5.5,4.1,221
System Engineer ,Equitas-Small-Finance-Bank,0-10yrs  ,"2,62,888",95.0,4.4,3.8,219
IT Analyst ,Equitas-Small-Finance-Bank,3-11yrs  ,"2,83,411",1.1,4.4,3.8,219
AST Consultant ,Equitas-Small-Finance-Bank,6-15yrs  ,"2,77,298",1.2,4.4,3.8,219
Assistant System Engineer ,Equitas-Small-Finance-Bank,0-4yrs  ,"7,35,872",2.1,17.0,3.8,219
Associate Consultant ,Equitas-Small-Finance-Bank,4-21yrs  ,"2,63,855",1.0,5.0,3.8,219
Senior Process Associate ,Equitas-Small-Finance-Bank,0-11yrs  ,"4,97,961",1.8,7.3,3.8,219
Software Engineer ,Equitas-Small-Finance-Bank,0-8yrs  ,"5,98,159",2.5,8.5,3.8,219
Process Associate ,Equitas-Small-Finance-Bank,0-9yrs  ,"3,49,913",1.7,5.0,3.8,219
Software Developer ,Equitas-Small-Finance-Bank,0-9yrs  ,"2,87,198",1.0,8.5,3.8,219
System Engineer Hardware ,Equitas-Small-Finance-Bank,0-6yrs  ,"8,31,819",2.8,15.0,3.8,219
System Engineer ,Viatris,0-10yrs  ,"5,53,220",2.5,8.4,3.8,217
IT Analyst ,Viatris,3-11yrs  ,"4,01,406",2.1,6.2,3.8,217
AST Consultant ,Viatris,6-15yrs  ,"5,18,192",3.0,7.2,3.8,217
Assistant System Engineer ,Viatris,0-4yrs  ,"13,27,819",7.0,19.0,3.8,217
Associate Consultant ,Viatris,4-21yrs  ,"10,68,155",6.4,14.6,3.8,217
Senior Process Associate ,Viatris,0-11yrs  ,"13,90,188",8.0,18.0,3.8,217
Software Engineer ,Viatris,0-8yrs  ,"5,92,691",3.8,7.8,3.8,217
Process Associate ,Viatris,0-9yrs  ,"3,10,936",1.5,4.9,3.8,217
Software Developer ,Viatris,0-9yrs  ,"1,57,536",10.0,4.0,3.8,217
System Engineer Hardware ,Viatris,0-6yrs  ,"2,05,941",1.0,3.2,3.8,217
System Engineer ,Samvardhana-Motherson-Group,0-10yrs  ,"2,81,820",70.0,5.5,3.8,216
IT Analyst ,Samvardhana-Motherson-Group,3-11yrs  ,"3,44,018",95.0,6.2,3.8,216
AST Consultant ,Samvardhana-Motherson-Group,6-15yrs  ,"5,16,996",2.4,8.5,3.8,216
Assistant System Engineer ,Samvardhana-Motherson-Group,0-4yrs  ,"2,80,507",1.2,6.0,3.8,216
Associate Consultant ,Samvardhana-Motherson-Group,4-21yrs  ,"11,22,108",6.5,16.0,3.8,216
Senior Process Associate ,Samvardhana-Motherson-Group,0-11yrs  ,"3,36,857",1.4,5.8,3.8,216
Software Engineer ,Samvardhana-Motherson-Group,0-8yrs  ,"1,76,133",10.0,12.0,3.8,216
Process Associate ,Samvardhana-Motherson-Group,0-9yrs  ,"5,28,026",3.4,7.2,3.8,216
Software Developer ,Samvardhana-Motherson-Group,0-9yrs  ,"13,53,428",8.2,19.3,3.8,216
System Engineer Hardware ,Samvardhana-Motherson-Group,0-6yrs  ,"2,23,117",1.0,4.6,3.8,216
System Engineer ,KEC-International,0-10yrs  ,"8,74,346",4.0,13.0,3.3,215
IT Analyst ,KEC-International,3-11yrs  ,"6,31,252",3.0,9.0,3.3,215
AST Consultant ,KEC-International,6-15yrs  ,"4,92,610",2.0,9.6,3.3,215
Assistant System Engineer ,KEC-International,0-4yrs  ,"5,56,051",1.3,9.6,3.3,215
Associate Consultant ,KEC-International,4-21yrs  ,"19,81,607",7.5,40.5,3.3,215
Senior Process Associate ,KEC-International,0-11yrs  ,"4,03,025",1.8,8.2,3.3,215
Software Engineer ,KEC-International,0-8yrs  ,"4,82,129",2.7,9.0,3.3,215
Process Associate ,KEC-International,0-9yrs  ,"6,43,757",3.5,8.9,3.3,215
Software Developer ,KEC-International,0-9yrs  ,"5,60,110",3.0,8.5,3.3,215
System Engineer Hardware ,KEC-International,0-6yrs  ,"4,07,634",2.4,6.1,3.3,215
System Engineer ,Nagarjuna-Construction-Company,0-10yrs  ,"3,51,453",1.0,6.2,2.8,214
IT Analyst ,Nagarjuna-Construction-Company,3-11yrs  ,"5,23,728",2.6,7.6,2.8,214
AST Consultant ,Nagarjuna-Construction-Company,6-15yrs  ,"3,75,776",1.5,6.1,2.8,214
Assistant System Engineer ,Nagarjuna-Construction-Company,0-4yrs  ,"7,12,084",4.3,10.1,2.8,214
Associate Consultant ,Nagarjuna-Construction-Company,4-21yrs  ,"5,40,755",3.2,7.5,2.8,214
Senior Process Associate ,Nagarjuna-Construction-Company,0-11yrs  ,"3,75,737",1.4,7.5,2.8,214
Software Engineer ,Nagarjuna-Construction-Company,0-8yrs  ,"4,49,590",2.6,6.0,2.8,214
Process Associate ,Nagarjuna-Construction-Company,0-9yrs  ,"10,09,614",6.2,15.0,2.8,214
Software Developer ,Nagarjuna-Construction-Company,0-9yrs  ,"3,92,957",1.7,7.4,2.8,214
System Engineer Hardware ,Nagarjuna-Construction-Company,0-6yrs  ,"2,40,637",1.1,3.5,2.8,214
System Engineer ,Ekart-Logistics,0-10yrs  ,"2,87,227",12.0,8.0,4.3,213
IT Analyst ,Ekart-Logistics,3-11yrs  ,"1,92,372",10.0,20.0,4.3,213
AST Consultant ,Ekart-Logistics,6-15yrs  ,"2,08,467",15.0,20.4,4.3,213
Assistant System Engineer ,Ekart-Logistics,0-4yrs  ,"3,56,942",1.1,7.8,4.3,213
Associate Consultant ,Ekart-Logistics,4-21yrs  ,"3,30,159",1.0,5.5,4.3,213
Senior Process Associate ,Ekart-Logistics,0-11yrs  ,"5,20,924",2.0,8.6,4.3,213
Software Engineer ,Ekart-Logistics,0-8yrs  ,"2,49,523",1.1,4.5,4.3,213
Process Associate ,Ekart-Logistics,0-9yrs  ,"2,15,466",19.0,4.0,4.3,213
Software Developer ,Ekart-Logistics,0-9yrs  ,"2,16,922",10.0,10.2,4.3,213
System Engineer Hardware ,Ekart-Logistics,0-6yrs  ,"1,96,859",10.0,3.5,4.3,213
System Engineer ,SBI-Life-Insurance-Company,0-10yrs  ,"4,36,080",1.6,7.7,4.0,212
IT Analyst ,SBI-Life-Insurance-Company,3-11yrs  ,"3,98,834",2.3,5.5,4.0,212
AST Consultant ,SBI-Life-Insurance-Company,6-15yrs  ,"3,90,046",1.9,5.8,4.0,212
Assistant System Engineer ,SBI-Life-Insurance-Company,0-4yrs  ,"3,70,511",2.5,5.0,4.0,212
Associate Consultant ,SBI-Life-Insurance-Company,4-21yrs  ,"5,71,221",2.9,8.9,4.0,212
Senior Process Associate ,SBI-Life-Insurance-Company,0-11yrs  ,"2,95,889",2.0,4.3,4.0,212
Software Engineer ,SBI-Life-Insurance-Company,0-8yrs  ,"8,73,163",4.6,13.6,4.0,212
Process Associate ,SBI-Life-Insurance-Company,0-9yrs  ,"3,93,203",2.8,5.0,4.0,212
Software Developer ,SBI-Life-Insurance-Company,0-9yrs  ,"2,94,699",2.0,4.5,4.0,212
System Engineer Hardware ,SBI-Life-Insurance-Company,0-6yrs  ,"2,49,093",20.0,8.7,4.0,212
System Engineer ,Aditya-Birla-Fashion-and-Retail,0-10yrs  ,"5,55,237",2.0,10.6,4.0,210
IT Analyst ,Aditya-Birla-Fashion-and-Retail,3-11yrs  ,"4,12,107",1.6,7.4,4.0,210
AST Consultant ,Aditya-Birla-Fashion-and-Retail,6-15yrs  ,"4,04,291",2.0,5.5,4.0,210
Assistant System Engineer ,Aditya-Birla-Fashion-and-Retail,0-4yrs  ,"6,20,887",2.0,10.2,4.0,210
Associate Consultant ,Aditya-Birla-Fashion-and-Retail,4-21yrs  ,"4,29,237",95.0,12.9,4.0,210
Senior Process Associate ,Aditya-Birla-Fashion-and-Retail,0-11yrs  ,"1,56,743",1.0,3.2,4.0,210
Software Engineer ,Aditya-Birla-Fashion-and-Retail,0-8yrs  ,"1,91,931",70.0,3.2,4.0,210
Process Associate ,Aditya-Birla-Fashion-and-Retail,0-9yrs  ,"9,93,904",4.9,14.5,4.0,210
Software Developer ,Aditya-Birla-Fashion-and-Retail,0-9yrs  ,"2,90,430",1.1,4.5,4.0,210
System Engineer Hardware ,Aditya-Birla-Fashion-and-Retail,0-6yrs  ,"13,08,585",4.8,22.0,4.0,210
System Engineer ,Muthoot-Fincorp,0-10yrs  ,"2,13,115",20.0,14.0,4.0,209
IT Analyst ,Muthoot-Fincorp,3-11yrs  ,"4,07,171",1.2,6.5,4.0,209
AST Consultant ,Muthoot-Fincorp,6-15yrs  ,"2,44,552",18.0,4.5,4.0,209
Assistant System Engineer ,Muthoot-Fincorp,0-4yrs  ,"2,70,579",1.2,4.0,4.0,209
Associate Consultant ,Muthoot-Fincorp,4-21yrs  ,"4,87,978",2.8,6.0,4.0,209
Senior Process Associate ,Muthoot-Fincorp,0-11yrs  ,"7,32,341",2.9,9.5,4.0,209
Software Engineer ,Muthoot-Fincorp,0-8yrs  ,"2,78,826",1.3,4.3,4.0,209
Process Associate ,Muthoot-Fincorp,0-9yrs  ,"2,05,406",1.0,3.2,4.0,209
Software Developer ,Muthoot-Fincorp,0-9yrs  ,"2,39,791",1.1,3.5,4.0,209
System Engineer Hardware ,Muthoot-Fincorp,0-6yrs  ,"2,52,243",1.5,3.8,4.0,209
System Engineer ,Optum,0-10yrs  ,"3,06,210",1.6,4.6,4.2,205
IT Analyst ,Optum,3-11yrs  ,"19,23,040",5.7,31.0,4.2,205
AST Consultant ,Optum,6-15yrs  ,"11,70,460",3.0,22.9,4.2,205
Assistant System Engineer ,Optum,0-4yrs  ,"4,12,272",2.1,6.3,4.2,205
Associate Consultant ,Optum,4-21yrs  ,"3,92,487",29.0,7.0,4.2,205
Senior Process Associate ,Optum,0-11yrs  ,"15,90,701",3.5,25.3,4.2,205
Software Engineer ,Optum,0-8yrs  ,"4,18,015",2.2,5.5,4.2,205
Process Associate ,Optum,0-9yrs  ,"8,14,674",3.6,17.0,4.2,205
Software Developer ,Optum,0-9yrs  ,"3,12,536",1.8,4.4,4.2,205
System Engineer Hardware ,Optum,0-6yrs  ,"4,08,133",2.0,5.8,4.2,205
System Engineer ,Royal-Enfield,0-10yrs  ,"2,25,067",15.0,4.5,4.2,204
IT Analyst ,Royal-Enfield,3-11yrs  ,"14,35,924",8.5,20.2,4.2,204
AST Consultant ,Royal-Enfield,6-15yrs  ,"2,58,083",10.0,4.5,4.2,204
Assistant System Engineer ,Royal-Enfield,0-4yrs  ,"2,14,651",10.0,11.0,4.2,204
Associate Consultant ,Royal-Enfield,4-21yrs  ,"7,29,595",4.1,10.2,4.2,204
Senior Process Associate ,Royal-Enfield,0-11yrs  ,"3,19,939",80.0,6.6,4.2,204
Software Engineer ,Royal-Enfield,0-8yrs  ,"12,82,641",5.0,19.0,4.2,204
Process Associate ,Royal-Enfield,0-9yrs  ,"12,94,589",5.3,19.8,4.2,204
Software Developer ,Royal-Enfield,0-9yrs  ,"1,83,716",10.0,3.8,4.2,204
System Engineer Hardware ,Royal-Enfield,0-6yrs  ,"2,44,317",1.0,7.0,4.2,204
System Engineer ,Tata-Communications,0-10yrs  ,"3,63,581",15.0,7.0,3.2,203
IT Analyst ,Tata-Communications,3-11yrs  ,"2,87,537",1.3,5.5,3.2,203
AST Consultant ,Tata-Communications,6-15yrs  ,"4,41,053",2.2,6.2,3.2,203
Assistant System Engineer ,Tata-Communications,0-4yrs  ,"3,00,921",1.0,5.2,3.2,203
Associate Consultant ,Tata-Communications,4-21yrs  ,"3,07,376",1.5,5.5,3.2,203
Senior Process Associate ,Tata-Communications,0-11yrs  ,"7,74,744",4.0,13.0,3.2,203
Software Engineer ,Tata-Communications,0-8yrs  ,"6,34,424",4.3,8.5,3.2,203
Process Associate ,Tata-Communications,0-9yrs  ,"2,30,123",1.5,3.6,3.2,203
Software Developer ,Tata-Communications,0-9yrs  ,"3,46,383",1.7,4.5,3.2,203
System Engineer Hardware ,Tata-Communications,0-6yrs  ,"9,21,026",5.0,12.5,3.2,203
System Engineer ,LG-Electronics,0-10yrs  ,"2,77,357",15.0,6.0,3.7,202
IT Analyst ,LG-Electronics,3-11yrs  ,"7,17,817",3.0,11.0,3.7,202
AST Consultant ,LG-Electronics,6-15yrs  ,"14,95,421",8.6,22.4,3.7,202
Assistant System Engineer ,LG-Electronics,0-4yrs  ,"11,78,231",5.1,21.0,3.7,202
Associate Consultant ,LG-Electronics,4-21yrs  ,"3,73,226",2.0,6.2,3.7,202
Senior Process Associate ,LG-Electronics,0-11yrs  ,"3,18,389",1.8,4.8,3.7,202
Software Engineer ,LG-Electronics,0-8yrs  ,"3,66,450",2.4,6.0,3.7,202
Process Associate ,LG-Electronics,0-9yrs  ,"2,37,157",20.0,11.2,3.7,202
Software Developer ,LG-Electronics,0-9yrs  ,"12,68,985",6.2,21.0,3.7,202
System Engineer Hardware ,LG-Electronics,0-6yrs  ,"2,78,790",1.2,4.1,3.7,202
System Engineer ,John-Deere,0-10yrs  ,"2,04,797",15.0,4.2,4.2,200
IT Analyst ,John-Deere,3-11yrs  ,"13,47,427",6.0,18.6,4.2,200
AST Consultant ,John-Deere,6-15yrs  ,"20,38,528",12.0,26.8,4.2,200
Assistant System Engineer ,John-Deere,0-4yrs  ,"2,91,563",2.0,4.1,4.2,200
Associate Consultant ,John-Deere,4-21yrs  ,"14,94,287",8.3,20.0,4.2,200
Senior Process Associate ,John-Deere,0-11yrs  ,"13,59,425",4.5,17.0,4.2,200
Software Engineer ,John-Deere,0-8yrs  ,"2,49,036",1.2,3.5,4.2,200
Process Associate ,John-Deere,0-9yrs  ,"11,98,114",7.4,15.0,4.2,200
Software Developer ,John-Deere,0-9yrs  ,"20,65,875",13.9,27.5,4.2,200
System Engineer Hardware ,John-Deere,0-6yrs  ,"3,88,259",1.5,7.0,4.2,200
System Engineer ,Whitehat-jr,0-10yrs  ,"7,01,955",2.5,14.0,4.1,198
IT Analyst ,Whitehat-jr,3-11yrs  ,"5,05,509",2.0,8.5,4.1,198
AST Consultant ,Whitehat-jr,6-15yrs  ,"6,81,624",3.5,8.5,4.1,198
Assistant System Engineer ,Whitehat-jr,0-4yrs  ,"10,45,581",5.0,16.0,4.1,198
Associate Consultant ,Whitehat-jr,4-21yrs  ,"5,32,235",3.5,7.5,4.1,198
Senior Process Associate ,Whitehat-jr,0-11yrs  ,"4,75,291",2.3,8.0,4.1,198
Software Engineer ,Whitehat-jr,0-8yrs  ,"3,91,021",2.0,6.0,4.1,198
Process Associate ,Whitehat-jr,0-9yrs  ,"8,38,228",5.1,14.0,4.1,198
Software Developer ,Whitehat-jr,0-9yrs  ,"12,17,226",8.6,15.0,4.1,198
System Engineer Hardware ,Whitehat-jr,0-6yrs  ,"9,59,682",6.0,13.3,4.1,198
System Engineer ,Intas-Pharmaceuticals,0-10yrs  ,"3,50,840",1.5,5.5,3.9,196
IT Analyst ,Intas-Pharmaceuticals,3-11yrs  ,"4,91,943",2.1,7.5,3.9,196
AST Consultant ,Intas-Pharmaceuticals,6-15yrs  ,"4,17,540",2.0,6.5,3.9,196
Assistant System Engineer ,Intas-Pharmaceuticals,0-4yrs  ,"3,91,700",1.8,6.0,3.9,196
Associate Consultant ,Intas-Pharmaceuticals,4-21yrs  ,"7,36,176",3.3,13.0,3.9,196
Senior Process Associate ,Intas-Pharmaceuticals,0-11yrs  ,"3,40,685",1.8,5.0,3.9,196
Software Engineer ,Intas-Pharmaceuticals,0-8yrs  ,"3,53,188",1.0,6.0,3.9,196
Process Associate ,Intas-Pharmaceuticals,0-9yrs  ,"3,29,637",2.1,4.4,3.9,196
Software Developer ,Intas-Pharmaceuticals,0-9yrs  ,"3,53,925",2.0,5.4,3.9,196
System Engineer Hardware ,Intas-Pharmaceuticals,0-6yrs  ,"12,03,702",7.0,16.5,3.9,196
System Engineer ,Varun-Beverages,0-10yrs  ,"4,58,300",2.1,6.7,4.0,196
IT Analyst ,Varun-Beverages,3-11yrs  ,"6,16,528",2.4,9.4,4.0,196
AST Consultant ,Varun-Beverages,6-15yrs  ,"14,50,893",2.4,27.0,4.0,196
Assistant System Engineer ,Varun-Beverages,0-4yrs  ,"3,65,523",1.2,8.9,4.0,196
Associate Consultant ,Varun-Beverages,4-21yrs  ,"3,55,822",1.8,5.2,4.0,196
Senior Process Associate ,Varun-Beverages,0-11yrs  ,"4,38,858",2.6,6.6,4.0,196
Software Engineer ,Varun-Beverages,0-8yrs  ,"4,47,043",1.8,6.5,4.0,196
Process Associate ,Varun-Beverages,0-9yrs  ,"4,43,692",1.5,6.0,4.0,196
Software Developer ,Varun-Beverages,0-9yrs  ,"10,28,324",4.9,14.0,4.0,196
System Engineer Hardware ,Varun-Beverages,0-6yrs  ,"3,41,941",1.1,5.3,4.0,196
System Engineer ,Ford-Motor,0-10yrs  ,"7,39,094",2.3,11.0,4.3,193
IT Analyst ,Ford-Motor,3-11yrs  ,"26,13,831",14.9,32.4,4.3,193
AST Consultant ,Ford-Motor,6-15yrs  ,"9,51,562",4.2,18.5,4.3,193
Assistant System Engineer ,Ford-Motor,0-4yrs  ,"9,81,517",4.5,23.0,4.3,193
