Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
Junior Process Agent ,Bajaj-Capital,1-5yrs  ,"2,00,641",1.1,3.7,3.7,257
Installation Engineer ,Bajaj-Capital,1-12yrs  ,"2,77,528",1.0,7.2,3.7,257
Design Engineer ,Oracle-Financial-Services-Software,1-5yrs  ,"20,31,320",5.6,40.0,4.2,256
Senior Engineer ,Oracle-Financial-Services-Software,4-8yrs  ,"25,33,606",7.0,47.0,4.2,256
Sales Engineer ,Oracle-Financial-Services-Software,1-6yrs  ,"16,63,714",6.0,26.5,4.2,256
Senior Sales Engineer ,Oracle-Financial-Services-Software,4-13yrs  ,"19,91,703",7.0,30.0,4.2,256
Process Agent ,Oracle-Financial-Services-Software,4-7yrs  ,"23,90,219",9.0,35.0,4.2,256
Technical Support Engineer ,Oracle-Financial-Services-Software,1-5yrs  ,"15,17,215",5.1,24.0,4.2,256
Maintenance Executive ,Oracle-Financial-Services-Software,4-10yrs  ,"13,61,321",15.0,30.0,4.2,256
Elevator Technician ,Oracle-Financial-Services-Software,3-10yrs  ,"9,34,330",2.0,19.1,4.2,256
Junior Process Agent ,Oracle-Financial-Services-Software,1-5yrs  ,"20,47,739",7.3,30.0,4.2,256
Installation Engineer ,Oracle-Financial-Services-Software,1-12yrs  ,"12,31,506",2.2,22.0,4.2,256
Design Engineer ,Akzo-Nobel-India,1-5yrs  ,"9,33,664",5.0,13.2,4.4,254
Senior Engineer ,Akzo-Nobel-India,4-8yrs  ,"4,47,467",2.0,8.7,4.4,254
Sales Engineer ,Akzo-Nobel-India,1-6yrs  ,"2,60,908",1.4,3.6,4.4,254
Senior Sales Engineer ,Akzo-Nobel-India,4-13yrs  ,"3,03,724",1.2,6.0,4.4,254
Process Agent ,Akzo-Nobel-India,4-7yrs  ,"10,93,680",7.1,14.0,4.4,254
Technical Support Engineer ,Akzo-Nobel-India,1-5yrs  ,"10,84,331",6.5,15.6,4.4,254
Maintenance Executive ,Akzo-Nobel-India,4-10yrs  ,"11,49,194",6.7,15.4,4.4,254
Elevator Technician ,Akzo-Nobel-India,3-10yrs  ,"19,71,006",8.6,30.0,4.4,254
Junior Process Agent ,Akzo-Nobel-India,1-5yrs  ,"2,73,331",1.8,3.4,4.4,254
Installation Engineer ,Akzo-Nobel-India,1-12yrs  ,"26,88,977",16.2,40.0,4.4,254
Design Engineer ,Photon-Interactive,1-5yrs  ,"12,60,353",4.8,20.0,3.5,252
Senior Engineer ,Photon-Interactive,4-8yrs  ,"6,48,414",2.0,12.5,3.5,252
Sales Engineer ,Photon-Interactive,1-6yrs  ,"20,56,565",9.5,26.0,3.5,252
Senior Sales Engineer ,Photon-Interactive,4-13yrs  ,"4,36,414",2.1,7.2,3.5,252
Process Agent ,Photon-Interactive,4-7yrs  ,"10,80,180",8.0,17.0,3.5,252
Technical Support Engineer ,Photon-Interactive,1-5yrs  ,"7,19,484",2.6,13.3,3.5,252
Maintenance Executive ,Photon-Interactive,4-10yrs  ,"6,05,396",2.6,11.5,3.5,252
Elevator Technician ,Photon-Interactive,3-10yrs  ,"8,68,761",4.9,11.2,3.5,252
Junior Process Agent ,Photon-Interactive,1-5yrs  ,"7,86,883",3.9,13.8,3.5,252
Installation Engineer ,Photon-Interactive,1-12yrs  ,"6,16,593",3.8,13.0,3.5,252
Design Engineer ,Collabera-Technologies,1-5yrs  ,"14,28,547",4.5,27.0,3.3,250
Senior Engineer ,Collabera-Technologies,4-8yrs  ,"3,00,897",1.0,6.0,3.3,250
Sales Engineer ,Collabera-Technologies,1-6yrs  ,"7,07,354",2.6,13.0,3.3,250
Senior Sales Engineer ,Collabera-Technologies,4-13yrs  ,"8,42,634",2.7,18.0,3.3,250
Process Agent ,Collabera-Technologies,4-7yrs  ,"5,31,999",2.3,9.7,3.3,250
Technical Support Engineer ,Collabera-Technologies,1-5yrs  ,"3,45,217",1.7,5.2,3.3,250
Maintenance Executive ,Collabera-Technologies,4-10yrs  ,"3,58,780",2.0,6.0,3.3,250
Elevator Technician ,Collabera-Technologies,3-10yrs  ,"4,27,496",2.3,5.5,3.3,250
Junior Process Agent ,Collabera-Technologies,1-5yrs  ,"5,47,433",2.7,9.5,3.3,250
Installation Engineer ,Collabera-Technologies,1-12yrs  ,"7,73,953",4.0,14.0,3.3,250
Design Engineer ,HTC-Global-Services,1-5yrs  ,"13,00,587",3.2,25.0,4.0,247
Senior Engineer ,HTC-Global-Services,4-8yrs  ,"8,90,582",2.7,23.0,4.0,247
Sales Engineer ,HTC-Global-Services,1-6yrs  ,"7,79,501",2.9,19.5,4.0,247
Senior Sales Engineer ,HTC-Global-Services,4-13yrs  ,"4,71,642",2.8,9.4,4.0,247
Process Agent ,HTC-Global-Services,4-7yrs  ,"13,65,108",4.6,29.0,4.0,247
Technical Support Engineer ,HTC-Global-Services,1-5yrs  ,"21,97,451",7.0,32.0,4.0,247
Maintenance Executive ,HTC-Global-Services,4-10yrs  ,"3,87,736",2.8,6.6,4.0,247
Elevator Technician ,HTC-Global-Services,3-10yrs  ,"12,07,769",1.6,25.0,4.0,247
Junior Process Agent ,HTC-Global-Services,1-5yrs  ,"10,55,007",4.0,18.4,4.0,247
Installation Engineer ,HTC-Global-Services,1-12yrs  ,"1,49,193",70.0,3.0,4.0,247
Design Engineer ,Daimler-India-Commercial-Vehicles,1-5yrs  ,"7,14,588",3.5,10.6,4.0,245
Senior Engineer ,Daimler-India-Commercial-Vehicles,4-8yrs  ,"4,61,323",2.6,5.6,4.0,245
Sales Engineer ,Daimler-India-Commercial-Vehicles,1-6yrs  ,"4,59,135",2.6,7.5,4.0,245
Senior Sales Engineer ,Daimler-India-Commercial-Vehicles,4-13yrs  ,"1,90,513",20.0,3.0,4.0,245
Process Agent ,Daimler-India-Commercial-Vehicles,4-7yrs  ,"5,73,951",4.5,8.7,4.0,245
Technical Support Engineer ,Daimler-India-Commercial-Vehicles,1-5yrs  ,"3,77,147",1.5,6.2,4.0,245
Maintenance Executive ,Daimler-India-Commercial-Vehicles,4-10yrs  ,"3,67,049",1.7,6.4,4.0,245
Elevator Technician ,Daimler-India-Commercial-Vehicles,3-10yrs  ,"11,60,663",7.0,16.1,4.0,245
Junior Process Agent ,Daimler-India-Commercial-Vehicles,1-5yrs  ,"5,85,839",2.0,11.0,4.0,245
Installation Engineer ,Daimler-India-Commercial-Vehicles,1-12yrs  ,"2,32,865",1.8,3.3,4.0,245
Design Engineer ,Bayer,1-5yrs  ,"11,64,441",5.6,15.8,3.8,243
Senior Engineer ,Bayer,4-8yrs  ,"2,44,110",1.2,3.5,3.8,243
Sales Engineer ,Bayer,1-6yrs  ,"3,18,541",1.8,4.2,3.8,243
Senior Sales Engineer ,Bayer,4-13yrs  ,"10,89,591",6.5,14.6,3.8,243
Process Agent ,Bayer,4-7yrs  ,"4,68,221",3.2,5.9,3.8,243
Technical Support Engineer ,Bayer,1-5yrs  ,"7,65,070",6.0,9.5,3.8,243
Maintenance Executive ,Bayer,4-10yrs  ,"5,41,132",3.2,7.3,3.8,243
Elevator Technician ,Bayer,3-10yrs  ,"2,82,246",1.7,4.0,3.8,243
Junior Process Agent ,Bayer,1-5yrs  ,"9,63,519",4.0,14.2,3.8,243
Installation Engineer ,Bayer,1-12yrs  ,"7,97,822",6.4,11.6,3.8,243
Design Engineer ,Fusion-BPO-Services,1-5yrs  ,"1,62,490",15.0,12.0,4.1,242
Senior Engineer ,Fusion-BPO-Services,4-8yrs  ,"2,44,550",96.0,4.1,4.1,242
Sales Engineer ,Fusion-BPO-Services,1-6yrs  ,"1,62,363",75.0,4.5,4.1,242
Senior Sales Engineer ,Fusion-BPO-Services,4-13yrs  ,"1,84,311",25.0,4.5,4.1,242
Process Agent ,Fusion-BPO-Services,4-7yrs  ,"2,70,771",1.5,4.8,4.1,242
Technical Support Engineer ,Fusion-BPO-Services,1-5yrs  ,"1,40,300",70.0,2.1,4.1,242
Maintenance Executive ,Fusion-BPO-Services,4-10yrs  ,"2,77,891",1.7,3.8,4.1,242
Elevator Technician ,Fusion-BPO-Services,3-10yrs  ,"1,48,501",10.0,3.0,4.1,242
Junior Process Agent ,Fusion-BPO-Services,1-5yrs  ,"1,39,733",15.0,2.5,4.1,242
Installation Engineer ,Fusion-BPO-Services,1-12yrs  ,"1,60,168",75.0,3.0,4.1,242
Design Engineer ,Krishna-Maruti,1-5yrs  ,"2,07,987",1.2,3.1,4.5,238
Senior Engineer ,Krishna-Maruti,4-8yrs  ,"2,08,206",1.1,2.9,4.5,238
Sales Engineer ,Krishna-Maruti,1-6yrs  ,"5,41,746",2.5,7.6,4.5,238
Senior Sales Engineer ,Krishna-Maruti,4-13yrs  ,"2,37,598",1.4,3.2,4.5,238
Process Agent ,Krishna-Maruti,4-7yrs  ,"2,81,819",1.5,4.1,4.5,238
Technical Support Engineer ,Krishna-Maruti,1-5yrs  ,"3,09,454",1.3,5.4,4.5,238
Maintenance Executive ,Krishna-Maruti,4-10yrs  ,"2,61,982",1.5,4.0,4.5,238
Elevator Technician ,Krishna-Maruti,3-10yrs  ,"2,16,004",1.0,3.0,4.5,238
Junior Process Agent ,Krishna-Maruti,1-5yrs  ,"2,20,082",1.8,2.6,4.5,238
Installation Engineer ,Krishna-Maruti,1-12yrs  ,"2,40,547",1.2,6.0,4.5,238
Design Engineer ,Edelweiss,1-5yrs  ,"4,29,067",1.8,6.3,4.2,237
Senior Engineer ,Edelweiss,4-8yrs  ,"3,22,363",2.2,4.2,4.2,237
Sales Engineer ,Edelweiss,1-6yrs  ,"6,87,229",3.8,18.0,4.2,237
Senior Sales Engineer ,Edelweiss,4-13yrs  ,"24,01,471",10.0,42.0,4.2,237
Process Agent ,Edelweiss,4-7yrs  ,"8,93,745",4.2,13.5,4.2,237
Technical Support Engineer ,Edelweiss,1-5yrs  ,"3,58,610",2.0,6.2,4.2,237
Maintenance Executive ,Edelweiss,4-10yrs  ,"5,73,772",2.8,11.3,4.2,237
Elevator Technician ,Edelweiss,3-10yrs  ,"25,11,197",12.0,42.0,4.2,237
Junior Process Agent ,Edelweiss,1-5yrs  ,"29,21,197",18.0,45.0,4.2,237
Installation Engineer ,Edelweiss,1-12yrs  ,"3,26,168",1.8,4.6,4.2,237
Design Engineer ,CGI-Information-Systems-And-Management-Consultants,1-5yrs  ,"12,93,902",4.5,25.0,3.3,235
Senior Engineer ,CGI-Information-Systems-And-Management-Consultants,4-8yrs  ,"7,40,473",3.0,15.0,3.3,235
Sales Engineer ,CGI-Information-Systems-And-Management-Consultants,1-6yrs  ,"17,37,917",7.6,27.0,3.3,235
Senior Sales Engineer ,CGI-Information-Systems-And-Management-Consultants,4-13yrs  ,"4,48,983",3.1,7.5,3.3,235
Process Agent ,CGI-Information-Systems-And-Management-Consultants,4-7yrs  ,"5,32,374",2.7,8.5,3.3,235
Technical Support Engineer ,CGI-Information-Systems-And-Management-Consultants,1-5yrs  ,"9,96,000",4.4,18.0,3.3,235
Maintenance Executive ,CGI-Information-Systems-And-Management-Consultants,4-10yrs  ,"10,99,709",4.2,17.0,3.3,235
Elevator Technician ,CGI-Information-Systems-And-Management-Consultants,3-10yrs  ,"7,04,161",3.1,12.0,3.3,235
Junior Process Agent ,CGI-Information-Systems-And-Management-Consultants,1-5yrs  ,"3,52,847",2.5,4.6,3.3,235
Installation Engineer ,CGI-Information-Systems-And-Management-Consultants,1-12yrs  ,"21,72,937",13.2,28.0,3.3,235
Design Engineer ,Standard-Chartered-Global-Business-Services,1-5yrs  ,"6,60,778",2.9,12.0,3.6,233
Senior Engineer ,Standard-Chartered-Global-Business-Services,4-8yrs  ,"4,37,849",2.4,7.3,3.6,233
Sales Engineer ,Standard-Chartered-Global-Business-Services,1-6yrs  ,"4,45,026",2.5,6.8,3.6,233
Senior Sales Engineer ,Standard-Chartered-Global-Business-Services,4-13yrs  ,"5,09,128",2.0,13.6,3.6,233
Process Agent ,Standard-Chartered-Global-Business-Services,4-7yrs  ,"3,02,845",2.0,4.0,3.6,233
Technical Support Engineer ,Standard-Chartered-Global-Business-Services,1-5yrs  ,"34,41,737",19.6,48.0,3.6,233
Maintenance Executive ,Standard-Chartered-Global-Business-Services,4-10yrs  ,"10,38,652",4.0,18.6,3.6,233
Elevator Technician ,Standard-Chartered-Global-Business-Services,3-10yrs  ,"5,79,843",3.2,8.3,3.6,233
Junior Process Agent ,Standard-Chartered-Global-Business-Services,1-5yrs  ,"20,23,141",5.2,34.5,3.6,233
Installation Engineer ,Standard-Chartered-Global-Business-Services,1-12yrs  ,"16,36,770",7.0,21.0,3.6,233
Design Engineer ,Bharat-Forge,1-5yrs  ,"9,56,259",6.0,15.0,3.9,231
Senior Engineer ,Bharat-Forge,4-8yrs  ,"3,06,839",1.2,6.5,3.9,231
Sales Engineer ,Bharat-Forge,1-6yrs  ,"3,11,322",1.0,5.6,3.9,231
Senior Sales Engineer ,Bharat-Forge,4-13yrs  ,"3,04,065",1.0,5.5,3.9,231
Process Agent ,Bharat-Forge,4-7yrs  ,"2,95,088",1.3,6.0,3.9,231
Technical Support Engineer ,Bharat-Forge,1-5yrs  ,"3,73,380",1.0,8.0,3.9,231
Maintenance Executive ,Bharat-Forge,4-10yrs  ,"1,95,884",1.1,3.0,3.9,231
Elevator Technician ,Bharat-Forge,3-10yrs  ,"3,34,152",1.8,5.2,3.9,231
Junior Process Agent ,Bharat-Forge,1-5yrs  ,"3,03,957",1.4,4.8,3.9,231
Installation Engineer ,Bharat-Forge,1-12yrs  ,"4,01,882",1.7,7.2,3.9,231
Design Engineer ,Adani-Power,1-5yrs  ,"11,70,474",4.9,16.5,4.2,229
Senior Engineer ,Adani-Power,4-8yrs  ,"6,23,942",3.2,9.8,4.2,229
Sales Engineer ,Adani-Power,1-6yrs  ,"3,79,729",2.0,5.4,4.2,229
Senior Sales Engineer ,Adani-Power,4-13yrs  ,"4,21,341",6.0,7.0,4.2,229
Process Agent ,Adani-Power,4-7yrs  ,"6,03,731",3.8,8.0,4.2,229
Technical Support Engineer ,Adani-Power,1-5yrs  ,"3,43,247",1.8,5.5,4.2,229
Maintenance Executive ,Adani-Power,4-10yrs  ,"3,53,477",1.8,6.5,4.2,229
Elevator Technician ,Adani-Power,3-10yrs  ,"4,22,815",1.8,7.8,4.2,229
Junior Process Agent ,Adani-Power,1-5yrs  ,"10,22,092",7.5,13.9,4.2,229
Installation Engineer ,Adani-Power,1-12yrs  ,"31,06,418",17.0,42.0,4.2,229
Design Engineer ,Iksula,1-5yrs  ,"2,52,287",15.0,4.5,4.2,228
Senior Engineer ,Iksula,4-8yrs  ,"2,14,317",1.0,3.0,4.2,228
Sales Engineer ,Iksula,1-6yrs  ,"3,62,997",1.8,7.2,4.2,228
Senior Sales Engineer ,Iksula,4-13yrs  ,"2,53,117",1.3,3.1,4.2,228
Process Agent ,Iksula,4-7yrs  ,"2,68,229",1.2,4.3,4.2,228
Technical Support Engineer ,Iksula,1-5yrs  ,"2,75,885",1.3,4.2,4.2,228
Maintenance Executive ,Iksula,4-10yrs  ,"1,80,684",1.1,4.8,4.2,228
Elevator Technician ,Iksula,3-10yrs  ,"1,74,201",1.1,2.5,4.2,228
Junior Process Agent ,Iksula,1-5yrs  ,"2,15,971",1.5,3.0,4.2,228
Installation Engineer ,Iksula,1-12yrs  ,"3,31,264",1.7,5.0,4.2,228
Design Engineer ,TTEC-India,1-5yrs  ,"3,30,251",2.2,4.1,4.6,227
Senior Engineer ,TTEC-India,4-8yrs  ,"3,20,935",2.1,4.6,4.6,227
Sales Engineer ,TTEC-India,1-6yrs  ,"3,24,673",2.4,4.2,4.6,227
Senior Sales Engineer ,TTEC-India,4-13yrs  ,"2,96,846",1.5,4.0,4.6,227
Process Agent ,TTEC-India,4-7yrs  ,"3,21,596",1.6,4.0,4.6,227
Technical Support Engineer ,TTEC-India,1-5yrs  ,"2,81,867",1.2,4.0,4.6,227
Maintenance Executive ,TTEC-India,4-10yrs  ,"3,22,648",2.2,4.3,4.6,227
Elevator Technician ,TTEC-India,3-10yrs  ,"3,13,087",1.6,4.1,4.6,227
Junior Process Agent ,TTEC-India,1-5yrs  ,"3,18,456",1.7,4.5,4.6,227
Installation Engineer ,TTEC-India,1-12yrs  ,"3,11,839",2.3,4.0,4.6,227
Design Engineer ,GE-Vernova,1-5yrs  ,"20,74,010",8.0,32.5,4.4,225
Senior Engineer ,GE-Vernova,4-8yrs  ,"13,91,878",6.8,20.7,4.4,225
Sales Engineer ,GE-Vernova,1-6yrs  ,"25,31,512",12.0,33.0,4.4,225
Senior Sales Engineer ,GE-Vernova,4-13yrs  ,"12,86,325",7.0,17.0,4.4,225
Process Agent ,GE-Vernova,4-7yrs  ,"7,00,953",2.0,13.0,4.4,225
Technical Support Engineer ,GE-Vernova,1-5yrs  ,"12,96,860",5.9,30.0,4.4,225
Maintenance Executive ,GE-Vernova,4-10yrs  ,"8,14,943",5.1,11.2,4.4,225
Elevator Technician ,GE-Vernova,3-10yrs  ,"6,79,494",2.4,13.5,4.4,225
Junior Process Agent ,GE-Vernova,1-5yrs  ,"6,76,550",4.2,10.0,4.4,225
Installation Engineer ,GE-Vernova,1-12yrs  ,"35,55,059",20.6,43.5,4.4,225
Design Engineer ,Unisys,1-5yrs  ,"7,64,614",3.0,16.0,3.9,222
Senior Engineer ,Unisys,4-8yrs  ,"9,00,334",3.0,19.0,3.9,222
Sales Engineer ,Unisys,1-6yrs  ,"4,61,963",2.1,7.0,3.9,222
Senior Sales Engineer ,Unisys,4-13yrs  ,"13,64,875",4.5,22.6,3.9,222
Process Agent ,Unisys,4-7yrs  ,"6,46,710",2.8,15.0,3.9,222
Technical Support Engineer ,Unisys,1-5yrs  ,"6,21,476",3.2,8.4,3.9,222
Maintenance Executive ,Unisys,4-10yrs  ,"9,09,756",3.3,17.5,3.9,222
Elevator Technician ,Unisys,3-10yrs  ,"10,93,214",5.5,15.1,3.9,222
Junior Process Agent ,Unisys,1-5yrs  ,"10,45,426",3.5,21.4,3.9,222
Installation Engineer ,Unisys,1-12yrs  ,"8,59,162",3.8,15.0,3.9,222
Design Engineer ,Indiabulls-Home-Loans,1-5yrs  ,"2,89,038",1.6,4.0,4.0,221
Senior Engineer ,Indiabulls-Home-Loans,4-8yrs  ,"2,52,345",1.5,3.8,4.0,221
Sales Engineer ,Indiabulls-Home-Loans,1-6yrs  ,"5,36,576",2.5,8.0,4.0,221
Senior Sales Engineer ,Indiabulls-Home-Loans,4-13yrs  ,"3,63,713",2.2,5.3,4.0,221
Process Agent ,Indiabulls-Home-Loans,4-7yrs  ,"5,65,112",2.7,10.0,4.0,221
Technical Support Engineer ,Indiabulls-Home-Loans,1-5yrs  ,"2,88,271",1.8,3.8,4.0,221
Maintenance Executive ,Indiabulls-Home-Loans,4-10yrs  ,"3,21,712",2.0,4.1,4.0,221
Elevator Technician ,Indiabulls-Home-Loans,3-10yrs  ,"3,90,872",2.1,5.0,4.0,221
Junior Process Agent ,Indiabulls-Home-Loans,1-5yrs  ,"5,14,961",3.5,8.0,4.0,221
Installation Engineer ,Indiabulls-Home-Loans,1-12yrs  ,"3,26,283",2.2,4.0,4.0,221
Design Engineer ,Sysnet-Global-Technologies,1-5yrs  ,"2,44,946",25.0,5.0,3.9,219
Senior Engineer ,Sysnet-Global-Technologies,4-8yrs  ,"2,48,531",1.0,4.3,3.9,219
Sales Engineer ,Sysnet-Global-Technologies,1-6yrs  ,"2,61,597",1.0,4.5,3.9,219
Senior Sales Engineer ,Sysnet-Global-Technologies,4-13yrs  ,"3,00,044",1.6,4.1,3.9,219
Process Agent ,Sysnet-Global-Technologies,4-7yrs  ,"3,32,852",1.6,5.5,3.9,219
Technical Support Engineer ,Sysnet-Global-Technologies,1-5yrs  ,"3,80,506",1.3,7.0,3.9,219
Maintenance Executive ,Sysnet-Global-Technologies,4-10yrs  ,"1,93,745",1.0,3.2,3.9,219
Elevator Technician ,Sysnet-Global-Technologies,3-10yrs  ,"1,95,742",1.0,3.0,3.9,219
Junior Process Agent ,Sysnet-Global-Technologies,1-5yrs  ,"2,64,308",1.5,4.3,3.9,219
Installation Engineer ,Sysnet-Global-Technologies,1-12yrs  ,"2,67,948",1.2,4.5,3.9,219
Design Engineer ,Sharekhan,1-5yrs  ,"2,67,061",95.0,3.7,3.8,216
Senior Engineer ,Sharekhan,4-8yrs  ,"3,40,378",1.0,6.0,3.8,216
Sales Engineer ,Sharekhan,1-6yrs  ,"2,93,069",1.5,4.2,3.8,216
Senior Sales Engineer ,Sharekhan,4-13yrs  ,"2,80,690",1.6,4.2,3.8,216
Process Agent ,Sharekhan,4-7yrs  ,"2,68,733",1.5,4.0,3.8,216
Technical Support Engineer ,Sharekhan,1-5yrs  ,"4,27,488",1.7,10.4,3.8,216
Maintenance Executive ,Sharekhan,4-10yrs  ,"2,22,375",1.1,4.0,3.8,216
Elevator Technician ,Sharekhan,3-10yrs  ,"5,96,657",3.5,10.0,3.8,216
Junior Process Agent ,Sharekhan,1-5yrs  ,"8,04,717",2.0,11.6,3.8,216
Installation Engineer ,Sharekhan,1-12yrs  ,"2,45,789",1.4,3.5,3.8,216
Design Engineer ,Aptara,1-5yrs  ,"3,60,506",2.0,5.0,3.0,215
Senior Engineer ,Aptara,4-8yrs  ,"3,22,080",1.8,4.8,3.0,215
Sales Engineer ,Aptara,1-6yrs  ,"3,76,197",1.5,7.6,3.0,215
Senior Sales Engineer ,Aptara,4-13yrs  ,"2,73,596",1.1,4.0,3.0,215
Process Agent ,Aptara,4-7yrs  ,"5,36,416",2.0,12.0,3.0,215
Technical Support Engineer ,Aptara,1-5yrs  ,"3,64,345",2.3,5.0,3.0,215
Maintenance Executive ,Aptara,4-10yrs  ,"3,18,100",1.6,4.5,3.0,215
Elevator Technician ,Aptara,3-10yrs  ,"2,96,111",1.2,4.0,3.0,215
Junior Process Agent ,Aptara,1-5yrs  ,"3,03,313",1.2,5.8,3.0,215
Installation Engineer ,Aptara,1-12yrs  ,"2,76,181",1.3,4.0,3.0,215
Design Engineer ,GMR-Group,1-5yrs  ,"6,13,480",3.5,12.0,3.7,214
Senior Engineer ,GMR-Group,4-8yrs  ,"5,98,772",4.0,7.9,3.7,214
Sales Engineer ,GMR-Group,1-6yrs  ,"4,51,906",2.6,6.4,3.7,214
Senior Sales Engineer ,GMR-Group,4-13yrs  ,"5,45,324",3.3,7.0,3.7,214
Process Agent ,GMR-Group,4-7yrs  ,"2,94,285",2.0,4.0,3.7,214
Technical Support Engineer ,GMR-Group,1-5yrs  ,"2,82,468",2.6,3.6,3.7,214
Maintenance Executive ,GMR-Group,4-10yrs  ,"39,24,394",27.0,51.0,3.7,214
Elevator Technician ,GMR-Group,3-10yrs  ,"23,41,501",13.0,35.5,3.7,214
Junior Process Agent ,GMR-Group,1-5yrs  ,"14,05,046",9.0,16.0,3.7,214
Installation Engineer ,GMR-Group,1-12yrs  ,"8,39,799",3.0,13.0,3.7,214
Design Engineer ,FirstCry,1-5yrs  ,"3,59,223",1.2,6.7,4.3,213
Senior Engineer ,FirstCry,4-8yrs  ,"5,25,958",2.0,10.8,4.3,213
Sales Engineer ,FirstCry,1-6yrs  ,"2,83,656",1.9,3.8,4.3,213
Senior Sales Engineer ,FirstCry,4-13yrs  ,"3,11,641",72.0,8.3,4.3,213
Process Agent ,FirstCry,4-7yrs  ,"2,82,197",1.5,4.0,4.3,213
Technical Support Engineer ,FirstCry,1-5yrs  ,"3,68,465",2.6,4.6,4.3,213
Maintenance Executive ,FirstCry,4-10yrs  ,"4,38,511",1.7,13.3,4.3,213
Elevator Technician ,FirstCry,3-10yrs  ,"2,77,952",1.7,4.0,4.3,213
Junior Process Agent ,FirstCry,1-5yrs  ,"3,28,192",1.6,5.6,4.3,213
Installation Engineer ,FirstCry,1-12yrs  ,"2,34,752",1.2,4.1,4.3,213
Design Engineer ,Supreme-Industries,1-5yrs  ,"2,82,474",1.5,5.0,4.0,212
Senior Engineer ,Supreme-Industries,4-8yrs  ,"4,83,803",3.0,6.0,4.0,212
Sales Engineer ,Supreme-Industries,1-6yrs  ,"3,11,829",1.9,4.5,4.0,212
Senior Sales Engineer ,Supreme-Industries,4-13yrs  ,"2,87,502",1.9,4.4,4.0,212
Process Agent ,Supreme-Industries,4-7yrs  ,"3,06,495",1.1,5.0,4.0,212
Technical Support Engineer ,Supreme-Industries,1-5yrs  ,"4,26,436",2.5,5.6,4.0,212
Maintenance Executive ,Supreme-Industries,4-10yrs  ,"4,90,876",3.4,6.5,4.0,212
Elevator Technician ,Supreme-Industries,3-10yrs  ,"2,63,639",1.4,4.0,4.0,212
Junior Process Agent ,Supreme-Industries,1-5yrs  ,"2,98,958",1.2,5.5,4.0,212
Installation Engineer ,Supreme-Industries,1-12yrs  ,"2,52,927",1.7,3.1,4.0,212
Design Engineer ,Evalueserve,1-5yrs  ,"11,05,546",4.7,19.2,4.0,210
Senior Engineer ,Evalueserve,4-8yrs  ,"7,20,023",3.0,11.0,4.0,210
Sales Engineer ,Evalueserve,1-6yrs  ,"15,84,493",8.5,24.2,4.0,210
Senior Sales Engineer ,Evalueserve,4-13yrs  ,"10,73,467",5.0,17.0,4.0,210
Process Agent ,Evalueserve,4-7yrs  ,"11,93,298",6.0,28.0,4.0,210
Technical Support Engineer ,Evalueserve,1-5yrs  ,"24,25,299",11.8,35.2,4.0,210
Maintenance Executive ,Evalueserve,4-10yrs  ,"7,43,212",3.0,10.0,4.0,210
Elevator Technician ,Evalueserve,3-10yrs  ,"7,53,482",3.8,10.0,4.0,210
Junior Process Agent ,Evalueserve,1-5yrs  ,"15,63,650",6.3,24.0,4.0,210
Installation Engineer ,Evalueserve,1-12yrs  ,"6,91,421",4.0,9.0,4.0,210
Design Engineer ,Iris-Software,1-5yrs  ,"22,40,232",8.6,30.0,4.0,209
Senior Engineer ,Iris-Software,4-8yrs  ,"19,11,633",8.0,31.0,4.0,209
Sales Engineer ,Iris-Software,1-6yrs  ,"13,83,873",6.0,20.0,4.0,209
Senior Sales Engineer ,Iris-Software,4-13yrs  ,"22,24,837",11.0,30.0,4.0,209
Process Agent ,Iris-Software,4-7yrs  ,"20,72,667",10.0,30.0,4.0,209
Technical Support Engineer ,Iris-Software,1-5yrs  ,"22,07,210",11.2,29.0,4.0,209
Maintenance Executive ,Iris-Software,4-10yrs  ,"27,03,447",12.3,34.0,4.0,209
Elevator Technician ,Iris-Software,3-10yrs  ,"19,81,446",9.0,28.5,4.0,209
Junior Process Agent ,Iris-Software,1-5yrs  ,"12,89,764",4.2,19.0,4.0,209
Installation Engineer ,Iris-Software,1-12yrs  ,"20,59,382",14.0,28.0,4.0,209
Design Engineer ,Vfs-Global-Services,1-5yrs  ,"2,91,948",80.0,5.4,4.0,208
Senior Engineer ,Vfs-Global-Services,4-8yrs  ,"2,82,782",20.0,4.0,4.0,208
Sales Engineer ,Vfs-Global-Services,1-6yrs  ,"5,81,552",2.1,8.3,4.0,208
Senior Sales Engineer ,Vfs-Global-Services,4-13yrs  ,"2,95,768",1.5,4.0,4.0,208
Process Agent ,Vfs-Global-Services,4-7yrs  ,"2,85,059",1.2,4.0,4.0,208
Technical Support Engineer ,Vfs-Global-Services,1-5yrs  ,"2,82,423",20.0,4.5,4.0,208
Maintenance Executive ,Vfs-Global-Services,4-10yrs  ,"2,68,064",1.0,5.5,4.0,208
Elevator Technician ,Vfs-Global-Services,3-10yrs  ,"2,92,715",1.5,4.5,4.0,208
Junior Process Agent ,Vfs-Global-Services,1-5yrs  ,"3,97,811",2.4,6.0,4.0,208
Installation Engineer ,Vfs-Global-Services,1-12yrs  ,"8,49,663",3.2,14.4,4.0,208
Design Engineer ,Sanofi,1-5yrs  ,"5,64,667",3.3,8.7,4.1,207
