Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
EHS Officer ,Schlumberger,1-7yrs  ,"32,67,719",18.4,55.0,4.4,278
Officer ,Capri-Global-Capital,1-7yrs  ,"2,73,112",1.3,4.2,3.5,276
Junior Officer ,Capri-Global-Capital,1-5yrs  ,"4,87,040",2.5,8.8,3.5,276
Production Officer ,Capri-Global-Capital,1-6yrs  ,"4,56,132",2.9,6.3,3.5,276
Executive Production ,Capri-Global-Capital,5-13yrs  ,"4,70,552",3.5,6.1,3.5,276
QC Officer ,Capri-Global-Capital,1-6yrs  ,"3,26,117",2.5,4.1,3.5,276
Scientist 1 ,Capri-Global-Capital,2-6yrs  ,"5,22,076",2.3,8.0,3.5,276
Deputy Manager ,Capri-Global-Capital,8-16yrs  ,"2,63,319",1.5,4.0,3.5,276
Junior Production Officer ,Capri-Global-Capital,1-3yrs  ,"2,59,219",1.8,3.5,3.5,276
Process Engineer ,Capri-Global-Capital,1-7yrs  ,"2,35,144",1.3,3.0,3.5,276
EHS Officer ,Capri-Global-Capital,1-7yrs  ,"3,92,941",2.5,5.4,3.5,276
Officer ,Temenos,1-7yrs  ,"10,10,648",4.5,15.0,3.5,271
Junior Officer ,Temenos,1-5yrs  ,"7,64,114",3.9,13.1,3.5,271
Production Officer ,Temenos,1-6yrs  ,"9,94,117",5.4,13.0,3.5,271
Executive Production ,Temenos,5-13yrs  ,"7,16,383",4.8,10.3,3.5,271
QC Officer ,Temenos,1-6yrs  ,"9,20,287",4.0,13.0,3.5,271
Scientist 1 ,Temenos,2-6yrs  ,"13,18,248",7.0,20.0,3.5,271
Deputy Manager ,Temenos,8-16yrs  ,"15,19,194",7.0,21.8,3.5,271
Junior Production Officer ,Temenos,1-3yrs  ,"6,70,654",6.0,9.3,3.5,271
Process Engineer ,Temenos,1-7yrs  ,"6,84,577",4.5,9.3,3.5,271
EHS Officer ,Temenos,1-7yrs  ,"7,86,502",5.5,10.5,3.5,271
Officer ,Sheenlac-Paints,1-7yrs  ,"3,80,565",2.0,6.3,4.0,269
Junior Officer ,Sheenlac-Paints,1-5yrs  ,"7,89,856",5.0,11.8,4.0,269
Production Officer ,Sheenlac-Paints,1-6yrs  ,"3,87,273",2.4,5.8,4.0,269
Executive Production ,Sheenlac-Paints,5-13yrs  ,"7,35,561",4.5,10.0,4.0,269
QC Officer ,Sheenlac-Paints,1-6yrs  ,"17,99,164",12.0,25.5,4.0,269
Scientist 1 ,Sheenlac-Paints,2-6yrs  ,"4,02,794",2.0,5.4,4.0,269
Deputy Manager ,Sheenlac-Paints,8-16yrs  ,"6,10,210",3.5,7.7,4.0,269
Junior Production Officer ,Sheenlac-Paints,1-3yrs  ,"2,08,385",1.2,2.6,4.0,269
Process Engineer ,Sheenlac-Paints,1-7yrs  ,"5,10,571",4.1,6.3,4.0,269
EHS Officer ,Sheenlac-Paints,1-7yrs  ,"3,93,235",2.4,5.5,4.0,269
Officer ,Ugam-Solution,1-7yrs  ,"8,34,518",1.3,19.0,3.9,266
Junior Officer ,Ugam-Solution,1-5yrs  ,"3,38,247",1.2,5.0,3.9,266
Production Officer ,Ugam-Solution,1-6yrs  ,"4,70,453",1.3,8.0,3.9,266
Executive Production ,Ugam-Solution,5-13yrs  ,"9,92,914",4.5,19.0,3.9,266
QC Officer ,Ugam-Solution,1-6yrs  ,"8,20,355",3.8,14.0,3.9,266
Scientist 1 ,Ugam-Solution,2-6yrs  ,"7,56,110",2.0,13.0,3.9,266
Deputy Manager ,Ugam-Solution,8-16yrs  ,"6,61,244",1.1,13.0,3.9,266
Junior Production Officer ,Ugam-Solution,1-3yrs  ,"4,64,650",1.9,6.0,3.9,266
Process Engineer ,Ugam-Solution,1-7yrs  ,"6,87,386",4.4,9.9,3.9,266
EHS Officer ,Ugam-Solution,1-7yrs  ,"6,90,939",2.7,9.5,3.9,266
Officer ,NetAmbit,1-7yrs  ,"3,97,175",1.0,5.5,3.7,262
Junior Officer ,NetAmbit,1-5yrs  ,"2,95,945",1.2,4.0,3.7,262
Production Officer ,NetAmbit,1-6yrs  ,"3,74,503",1.8,6.0,3.7,262
Executive Production ,NetAmbit,5-13yrs  ,"2,69,641",12.0,4.5,3.7,262
QC Officer ,NetAmbit,1-6yrs  ,"3,00,909",1.7,4.0,3.7,262
Scientist 1 ,NetAmbit,2-6yrs  ,"2,82,892",1.8,4.0,3.7,262
Deputy Manager ,NetAmbit,8-16yrs  ,"4,53,749",2.4,5.6,3.7,262
Junior Production Officer ,NetAmbit,1-3yrs  ,"3,19,419",2.0,4.2,3.7,262
Process Engineer ,NetAmbit,1-7yrs  ,"3,09,036",2.0,4.5,3.7,262
EHS Officer ,NetAmbit,1-7yrs  ,"6,60,236",4.4,8.6,3.7,262
Officer ,Amazon-Services,1-7yrs  ,"3,96,866",2.0,5.3,4.3,259
Junior Officer ,Amazon-Services,1-5yrs  ,"2,91,107",1.1,4.8,4.3,259
Production Officer ,Amazon-Services,1-6yrs  ,"5,38,878",1.7,11.0,4.3,259
Executive Production ,Amazon-Services,5-13yrs  ,"1,79,812",1.0,3.2,4.3,259
QC Officer ,Amazon-Services,1-6yrs  ,"5,96,906",2.7,7.5,4.3,259
Scientist 1 ,Amazon-Services,2-6yrs  ,"17,44,219",9.0,26.0,4.3,259
Deputy Manager ,Amazon-Services,8-16yrs  ,"2,36,127",1.5,3.6,4.3,259
Junior Production Officer ,Amazon-Services,1-3yrs  ,"3,10,234",2.0,4.8,4.3,259
Process Engineer ,Amazon-Services,1-7yrs  ,"2,17,933",1.2,3.3,4.3,259
EHS Officer ,Amazon-Services,1-7yrs  ,"8,02,274",3.5,9.7,4.3,259
Officer ,Steag-Energy-Services,1-7yrs  ,"6,16,819",3.6,9.5,4.0,257
Junior Officer ,Steag-Energy-Services,1-5yrs  ,"10,93,003",6.5,16.0,4.0,257
Production Officer ,Steag-Energy-Services,1-6yrs  ,"4,43,631",2.8,6.1,4.0,257
Executive Production ,Steag-Energy-Services,5-13yrs  ,"4,22,548",3.0,5.4,4.0,257
QC Officer ,Steag-Energy-Services,1-6yrs  ,"3,96,778",1.8,5.9,4.0,257
Scientist 1 ,Steag-Energy-Services,2-6yrs  ,"4,53,820",3.3,6.0,4.0,257
Deputy Manager ,Steag-Energy-Services,8-16yrs  ,"4,20,151",3.0,5.6,4.0,257
Junior Production Officer ,Steag-Energy-Services,1-3yrs  ,"6,03,545",4.9,7.3,4.0,257
Process Engineer ,Steag-Energy-Services,1-7yrs  ,"4,32,661",3.0,5.2,4.0,257
EHS Officer ,Steag-Energy-Services,1-7yrs  ,"5,64,216",4.8,7.5,4.0,257
Officer ,Royal-Sundaram-General-Insurance,1-7yrs  ,"4,77,828",2.5,7.5,4.4,254
Junior Officer ,Royal-Sundaram-General-Insurance,1-5yrs  ,"8,69,617",5.5,15.7,4.4,254
Production Officer ,Royal-Sundaram-General-Insurance,1-6yrs  ,"5,16,810",2.8,8.1,4.4,254
Executive Production ,Royal-Sundaram-General-Insurance,5-13yrs  ,"3,31,858",2.4,4.2,4.4,254
QC Officer ,Royal-Sundaram-General-Insurance,1-6yrs  ,"4,40,745",3.2,5.5,4.4,254
Scientist 1 ,Royal-Sundaram-General-Insurance,2-6yrs  ,"3,01,146",2.0,3.8,4.4,254
Deputy Manager ,Royal-Sundaram-General-Insurance,8-16yrs  ,"2,47,176",1.3,3.0,4.4,254
Junior Production Officer ,Royal-Sundaram-General-Insurance,1-3yrs  ,"2,27,528",1.5,3.9,4.4,254
Process Engineer ,Royal-Sundaram-General-Insurance,1-7yrs  ,"3,96,883",2.8,6.2,4.4,254
EHS Officer ,Royal-Sundaram-General-Insurance,1-7yrs  ,"6,11,761",5.1,10.4,4.4,254
Officer ,Netscribes,1-7yrs  ,"2,52,208",1.4,5.0,3.5,252
Junior Officer ,Netscribes,1-5yrs  ,"2,90,530",1.4,6.0,3.5,252
Production Officer ,Netscribes,1-6yrs  ,"3,60,459",2.3,5.3,3.5,252
Executive Production ,Netscribes,5-13yrs  ,"1,85,228",1.0,2.7,3.5,252
QC Officer ,Netscribes,1-6yrs  ,"1,74,977",1.4,2.2,3.5,252
Scientist 1 ,Netscribes,2-6yrs  ,"1,76,455",1.0,2.4,3.5,252
Deputy Manager ,Netscribes,8-16yrs  ,"2,38,941",1.9,4.0,3.5,252
Junior Production Officer ,Netscribes,1-3yrs  ,"4,42,079",3.0,7.5,3.5,252
Process Engineer ,Netscribes,1-7yrs  ,"2,00,279",1.1,3.0,3.5,252
EHS Officer ,Netscribes,1-7yrs  ,"1,62,217",1.1,2.2,3.5,252
Officer ,Kurlon,1-7yrs  ,"3,47,832",2.0,5.3,4.0,245
Junior Officer ,Kurlon,1-5yrs  ,"4,25,869",3.8,12.2,4.0,245
Production Officer ,Kurlon,1-6yrs  ,"3,42,463",2.4,4.1,4.0,245
Executive Production ,Kurlon,5-13yrs  ,"4,77,851",3.4,6.6,4.0,245
QC Officer ,Kurlon,1-6yrs  ,"4,26,346",2.0,6.0,4.0,245
Scientist 1 ,Kurlon,2-6yrs  ,"2,21,866",1.5,4.3,4.0,245
Deputy Manager ,Kurlon,8-16yrs  ,"3,47,275",2.5,4.5,4.0,245
Junior Production Officer ,Kurlon,1-3yrs  ,"3,69,381",2.4,4.7,4.0,245
Process Engineer ,Kurlon,1-7yrs  ,"3,31,366",2.1,4.3,4.0,245
EHS Officer ,Kurlon,1-7yrs  ,"4,16,000",3.5,5.6,4.0,245
Officer ,Indiabulls-Ventures,1-7yrs  ,"5,74,450",2.0,8.4,4.0,243
Junior Officer ,Indiabulls-Ventures,1-5yrs  ,"2,49,759",90.0,4.8,4.0,243
Production Officer ,Indiabulls-Ventures,1-6yrs  ,"2,80,426",1.8,4.6,4.0,243
Executive Production ,Indiabulls-Ventures,5-13yrs  ,"2,27,874",1.5,3.4,4.0,243
QC Officer ,Indiabulls-Ventures,1-6yrs  ,"2,38,445",1.1,3.4,4.0,243
Scientist 1 ,Indiabulls-Ventures,2-6yrs  ,"5,01,233",3.0,9.1,4.0,243
Deputy Manager ,Indiabulls-Ventures,8-16yrs  ,"2,34,007",1.9,3.0,4.0,243
Junior Production Officer ,Indiabulls-Ventures,1-3yrs  ,"3,33,205",2.1,4.0,4.0,243
Process Engineer ,Indiabulls-Ventures,1-7yrs  ,"5,21,855",3.4,7.5,4.0,243
EHS Officer ,Indiabulls-Ventures,1-7yrs  ,"2,39,640",1.9,3.0,4.0,243
Officer ,J-B-Chemicals-And-Pharmaceuticals,1-7yrs  ,"3,27,395",2.0,5.1,4.2,238
Junior Officer ,J-B-Chemicals-And-Pharmaceuticals,1-5yrs  ,"3,44,476",1.2,5.5,4.2,238
Production Officer ,J-B-Chemicals-And-Pharmaceuticals,1-6yrs  ,"3,41,439",2.0,5.0,4.2,238
Executive Production ,J-B-Chemicals-And-Pharmaceuticals,5-13yrs  ,"6,89,955",4.5,8.9,4.2,238
QC Officer ,J-B-Chemicals-And-Pharmaceuticals,1-6yrs  ,"3,16,094",2.0,4.3,4.2,238
Scientist 1 ,J-B-Chemicals-And-Pharmaceuticals,2-6yrs  ,"11,15,409",7.5,14.6,4.2,238
Deputy Manager ,J-B-Chemicals-And-Pharmaceuticals,8-16yrs  ,"3,29,544",1.8,5.8,4.2,238
Junior Production Officer ,J-B-Chemicals-And-Pharmaceuticals,1-3yrs  ,"6,73,237",4.3,9.5,4.2,238
Process Engineer ,J-B-Chemicals-And-Pharmaceuticals,1-7yrs  ,"7,12,625",4.3,9.0,4.2,238
EHS Officer ,J-B-Chemicals-And-Pharmaceuticals,1-7yrs  ,"12,27,275",8.0,15.0,4.2,238
Officer ,Tanishq,1-7yrs  ,"2,86,843",12.0,5.5,4.2,237
Junior Officer ,Tanishq,1-5yrs  ,"3,36,455",1.1,6.0,4.2,237
Production Officer ,Tanishq,1-6yrs  ,"4,20,228",1.8,8.5,4.2,237
Executive Production ,Tanishq,5-13yrs  ,"5,06,820",2.6,10.8,4.2,237
QC Officer ,Tanishq,1-6yrs  ,"2,39,948",1.0,4.2,4.2,237
Scientist 1 ,Tanishq,2-6yrs  ,"2,85,883",1.1,5.4,4.2,237
Deputy Manager ,Tanishq,8-16yrs  ,"3,24,156",2.0,5.2,4.2,237
Junior Production Officer ,Tanishq,1-3yrs  ,"2,47,293",1.0,5.0,4.2,237
Process Engineer ,Tanishq,1-7yrs  ,"2,26,995",15.0,3.6,4.2,237
EHS Officer ,Tanishq,1-7yrs  ,"2,64,012",1.2,6.0,4.2,237
Officer ,Velocis-Systems,1-7yrs  ,"5,15,809",2.4,10.0,3.5,235
Junior Officer ,Velocis-Systems,1-5yrs  ,"4,25,660",1.7,10.4,3.5,235
Production Officer ,Velocis-Systems,1-6yrs  ,"8,62,748",3.6,12.5,3.5,235
Executive Production ,Velocis-Systems,5-13yrs  ,"5,14,918",2.0,9.0,3.5,235
QC Officer ,Velocis-Systems,1-6yrs  ,"9,19,819",4.0,17.0,3.5,235
Scientist 1 ,Velocis-Systems,2-6yrs  ,"9,31,956",3.6,16.2,3.5,235
Deputy Manager ,Velocis-Systems,8-16yrs  ,"4,48,902",2.1,7.1,3.5,235
Junior Production Officer ,Velocis-Systems,1-3yrs  ,"10,64,817",4.8,23.0,3.5,235
Process Engineer ,Velocis-Systems,1-7yrs  ,"6,51,214",3.5,9.2,3.5,235
EHS Officer ,Velocis-Systems,1-7yrs  ,"4,96,039",3.0,6.5,3.5,235
Officer ,NBC-Bearings,1-7yrs  ,"2,88,425",1.2,5.0,3.6,233
Junior Officer ,NBC-Bearings,1-5yrs  ,"2,92,092",1.5,4.4,3.6,233
Production Officer ,NBC-Bearings,1-6yrs  ,"1,91,956",1.2,2.8,3.6,233
Executive Production ,NBC-Bearings,5-13yrs  ,"3,11,021",1.5,5.1,3.6,233
QC Officer ,NBC-Bearings,1-6yrs  ,"3,05,013",1.2,5.1,3.6,233
Scientist 1 ,NBC-Bearings,2-6yrs  ,"9,86,890",7.5,14.4,3.6,233
Deputy Manager ,NBC-Bearings,8-16yrs  ,"3,18,670",1.5,4.8,3.6,233
Junior Production Officer ,NBC-Bearings,1-3yrs  ,"5,01,268",3.5,5.9,3.6,233
Process Engineer ,NBC-Bearings,1-7yrs  ,"14,79,797",11.0,18.0,3.6,233
EHS Officer ,NBC-Bearings,1-7yrs  ,"2,53,725",1.4,5.0,3.6,233
Officer ,Dunzo,1-7yrs  ,"2,68,318",10.0,9.9,3.9,231
Junior Officer ,Dunzo,1-5yrs  ,"2,48,785",19.5,5.0,3.9,231
Production Officer ,Dunzo,1-6yrs  ,"3,53,298",2.5,4.3,3.9,231
Executive Production ,Dunzo,5-13yrs  ,"5,28,189",3.6,7.0,3.9,231
QC Officer ,Dunzo,1-6yrs  ,"5,67,957",4.2,7.0,3.9,231
Scientist 1 ,Dunzo,2-6yrs  ,"8,37,552",5.0,12.0,3.9,231
Deputy Manager ,Dunzo,8-16yrs  ,"3,68,897",2.3,5.0,3.9,231
Junior Production Officer ,Dunzo,1-3yrs  ,"21,88,302",14.0,35.1,3.9,231
Process Engineer ,Dunzo,1-7yrs  ,"2,27,428",15.0,3.4,3.9,231
EHS Officer ,Dunzo,1-7yrs  ,"3,42,712",2.6,4.2,3.9,231
Officer ,Asirvad-Microfinance,1-7yrs  ,"3,08,627",15.0,4.6,3.8,229
Junior Officer ,Asirvad-Microfinance,1-5yrs  ,"1,96,865",60.0,10.0,3.8,229
Production Officer ,Asirvad-Microfinance,1-6yrs  ,"3,62,766",2.0,5.2,3.8,229
Executive Production ,Asirvad-Microfinance,5-13yrs  ,"1,46,999",10.0,3.1,3.8,229
QC Officer ,Asirvad-Microfinance,1-6yrs  ,"3,08,325",2.0,4.0,3.8,229
Scientist 1 ,Asirvad-Microfinance,2-6yrs  ,"5,75,526",3.8,7.2,3.8,229
Deputy Manager ,Asirvad-Microfinance,8-16yrs  ,"3,69,021",3.0,4.6,3.8,229
Junior Production Officer ,Asirvad-Microfinance,1-3yrs  ,"1,58,507",10.0,3.1,3.8,229
Process Engineer ,Asirvad-Microfinance,1-7yrs  ,"1,57,679",85.0,2.5,3.8,229
EHS Officer ,Asirvad-Microfinance,1-7yrs  ,"4,87,861",3.6,7.5,3.8,229
Officer ,Collins-Aerospace,1-7yrs  ,"18,94,795",10.3,27.5,3.6,228
Junior Officer ,Collins-Aerospace,1-5yrs  ,"11,71,346",5.0,16.5,3.6,228
Production Officer ,Collins-Aerospace,1-6yrs  ,"10,54,239",6.5,16.5,3.6,228
Executive Production ,Collins-Aerospace,5-13yrs  ,"8,01,643",4.8,11.0,3.6,228
QC Officer ,Collins-Aerospace,1-6yrs  ,"11,97,131",6.4,17.0,3.6,228
Scientist 1 ,Collins-Aerospace,2-6yrs  ,"8,79,482",3.7,11.8,3.6,228
Deputy Manager ,Collins-Aerospace,8-16yrs  ,"9,96,047",7.0,14.8,3.6,228
Junior Production Officer ,Collins-Aerospace,1-3yrs  ,"7,48,271",4.1,10.2,3.6,228
Process Engineer ,Collins-Aerospace,1-7yrs  ,"6,52,184",3.8,8.8,3.6,228
EHS Officer ,Collins-Aerospace,1-7yrs  ,"6,68,804",4.3,8.3,3.6,228
Officer ,Stanza-Living,1-7yrs  ,"3,04,808",1.5,4.8,3.6,225
Junior Officer ,Stanza-Living,1-5yrs  ,"9,44,006",5.5,15.0,3.6,225
Production Officer ,Stanza-Living,1-6yrs  ,"3,07,361",2.1,4.5,3.6,225
Executive Production ,Stanza-Living,5-13yrs  ,"5,41,509",3.3,8.0,3.6,225
QC Officer ,Stanza-Living,1-6yrs  ,"7,83,769",4.5,11.0,3.6,225
Scientist 1 ,Stanza-Living,2-6yrs  ,"7,98,166",6.0,9.5,3.6,225
Deputy Manager ,Stanza-Living,8-16yrs  ,"8,75,303",4.8,12.0,3.6,225
Junior Production Officer ,Stanza-Living,1-3yrs  ,"5,37,636",2.2,13.3,3.6,225
Process Engineer ,Stanza-Living,1-7yrs  ,"17,85,167",11.5,23.0,3.6,225
EHS Officer ,Stanza-Living,1-7yrs  ,"5,78,696",3.9,6.8,3.6,225
Officer ,Tata-Starbucks,1-7yrs  ,"2,85,598",1.4,3.8,3.2,224
Junior Officer ,Tata-Starbucks,1-5yrs  ,"6,90,832",4.5,9.0,3.2,224
Production Officer ,Tata-Starbucks,1-6yrs  ,"2,99,137",2.0,4.5,3.2,224
Executive Production ,Tata-Starbucks,5-13yrs  ,"2,26,878",80.0,4.0,3.2,224
QC Officer ,Tata-Starbucks,1-6yrs  ,"3,95,794",2.8,4.7,3.2,224
Scientist 1 ,Tata-Starbucks,2-6yrs  ,"13,01,072",10.5,16.5,3.2,224
Deputy Manager ,Tata-Starbucks,8-16yrs  ,"2,34,990",1.2,4.4,3.2,224
Junior Production Officer ,Tata-Starbucks,1-3yrs  ,"1,85,779",96.0,2.6,3.2,224
Process Engineer ,Tata-Starbucks,1-7yrs  ,"6,14,300",4.9,7.3,3.2,224
EHS Officer ,Tata-Starbucks,1-7yrs  ,"2,86,250",30.0,3.7,3.2,224
Officer ,The-Lalit,1-7yrs  ,"1,66,484",20.0,12.0,3.6,222
Junior Officer ,The-Lalit,1-5yrs  ,"1,00,000",10.0,3.4,3.6,222
Production Officer ,The-Lalit,1-6yrs  ,"2,58,316",1.0,4.2,3.6,222
Executive Production ,The-Lalit,5-13yrs  ,"2,75,873",1.3,4.0,3.6,222
QC Officer ,The-Lalit,1-6yrs  ,"4,79,290",3.5,5.9,3.6,222
Scientist 1 ,The-Lalit,2-6yrs  ,"2,93,975",1.9,4.0,3.6,222
Deputy Manager ,The-Lalit,8-16yrs  ,"6,12,400",5.4,7.2,3.6,222
Junior Production Officer ,The-Lalit,1-3yrs  ,"3,19,348",1.9,4.4,3.6,222
Process Engineer ,The-Lalit,1-7yrs  ,"1,55,100",10.0,2.9,3.6,222
EHS Officer ,The-Lalit,1-7yrs  ,"3,52,381",2.2,4.3,3.6,222
Officer ,Tata-Consumer-Products,1-7yrs  ,"7,80,123",4.0,10.5,4.0,221
Junior Officer ,Tata-Consumer-Products,1-5yrs  ,"3,12,323",1.5,5.3,4.0,221
Production Officer ,Tata-Consumer-Products,1-6yrs  ,"3,28,440",1.8,7.5,4.0,221
Executive Production ,Tata-Consumer-Products,5-13yrs  ,"9,27,294",7.0,11.5,4.0,221
QC Officer ,Tata-Consumer-Products,1-6yrs  ,"10,47,688",6.0,14.0,4.0,221
Scientist 1 ,Tata-Consumer-Products,2-6yrs  ,"3,17,580",90.0,9.6,4.0,221
Deputy Manager ,Tata-Consumer-Products,8-16yrs  ,"3,59,957",2.0,7.5,4.0,221
Junior Production Officer ,Tata-Consumer-Products,1-3yrs  ,"5,59,155",1.5,9.0,4.0,221
Process Engineer ,Tata-Consumer-Products,1-7yrs  ,"7,79,893",5.2,9.6,4.0,221
EHS Officer ,Tata-Consumer-Products,1-7yrs  ,"17,47,671",10.0,24.0,4.0,221
Officer ,Volvo,1-7yrs  ,"7,34,418",4.0,8.8,3.9,219
Junior Officer ,Volvo,1-5yrs  ,"5,80,623",3.3,8.0,3.9,219
Production Officer ,Volvo,1-6yrs  ,"13,35,995",3.6,21.0,3.9,219
Executive Production ,Volvo,5-13yrs  ,"16,93,429",7.8,27.0,3.9,219
QC Officer ,Volvo,1-6yrs  ,"11,12,647",6.0,16.0,3.9,219
Scientist 1 ,Volvo,2-6yrs  ,"4,19,246",2.0,5.2,3.9,219
Deputy Manager ,Volvo,8-16yrs  ,"8,45,490",4.0,14.0,3.9,219
Junior Production Officer ,Volvo,1-3yrs  ,"7,50,000",7.5,7.5,3.9,219
Process Engineer ,Volvo,1-7yrs  ,"4,45,199",3.0,5.4,3.9,219
EHS Officer ,Volvo,1-7yrs  ,"4,50,510",3.0,5.7,3.9,219
Officer ,Nityo-Infotech,1-7yrs  ,"2,79,222",1.1,6.0,3.8,217
Junior Officer ,Nityo-Infotech,1-5yrs  ,"2,69,375",1.2,4.2,3.8,217
Production Officer ,Nityo-Infotech,1-6yrs  ,"16,14,201",4.5,41.0,3.8,217
Executive Production ,Nityo-Infotech,5-13yrs  ,"3,02,262",1.8,4.0,3.8,217
QC Officer ,Nityo-Infotech,1-6yrs  ,"7,15,231",2.8,13.0,3.8,217
Scientist 1 ,Nityo-Infotech,2-6yrs  ,"3,32,039",2.0,5.4,3.8,217
Deputy Manager ,Nityo-Infotech,8-16yrs  ,"7,41,017",3.0,18.0,3.8,217
Junior Production Officer ,Nityo-Infotech,1-3yrs  ,"5,07,640",3.0,8.0,3.8,217
Process Engineer ,Nityo-Infotech,1-7yrs  ,"3,11,217",2.4,4.5,3.8,217
EHS Officer ,Nityo-Infotech,1-7yrs  ,"4,47,359",2.7,7.2,3.8,217
Officer ,Signify,1-7yrs  ,"11,40,370",5.9,16.0,3.8,216
Junior Officer ,Signify,1-5yrs  ,"20,17,522",10.0,37.0,3.8,216
Production Officer ,Signify,1-6yrs  ,"3,26,376",1.7,5.0,3.8,216
Executive Production ,Signify,5-13yrs  ,"12,82,838",2.5,23.9,3.8,216
QC Officer ,Signify,1-6yrs  ,"13,79,797",8.0,19.9,3.8,216
Scientist 1 ,Signify,2-6yrs  ,"6,07,914",1.9,12.0,3.8,216
Deputy Manager ,Signify,8-16yrs  ,"9,74,922",6.2,12.5,3.8,216
Junior Production Officer ,Signify,1-3yrs  ,"13,52,571",2.6,32.0,3.8,216
Process Engineer ,Signify,1-7yrs  ,"3,45,828",2.0,4.3,3.8,216
EHS Officer ,Signify,1-7yrs  ,"17,85,318",10.0,28.0,3.8,216
Officer ,Arohan-Financial-Services,1-7yrs  ,"2,03,317",20.0,3.5,3.0,215
Junior Officer ,Arohan-Financial-Services,1-5yrs  ,"3,54,631",2.0,5.8,3.0,215
Production Officer ,Arohan-Financial-Services,1-6yrs  ,"5,42,778",3.2,7.0,3.0,215
Executive Production ,Arohan-Financial-Services,5-13yrs  ,"3,33,589",1.8,5.3,3.0,215
QC Officer ,Arohan-Financial-Services,1-6yrs  ,"1,95,043",1.1,2.8,3.0,215
Scientist 1 ,Arohan-Financial-Services,2-6yrs  ,"3,99,696",2.7,5.2,3.0,215
Deputy Manager ,Arohan-Financial-Services,8-16yrs  ,"4,40,420",2.8,5.8,3.0,215
Junior Production Officer ,Arohan-Financial-Services,1-3yrs  ,"2,70,024",1.8,3.9,3.0,215
Process Engineer ,Arohan-Financial-Services,1-7yrs  ,"2,69,653",1.7,3.9,3.0,215
EHS Officer ,Arohan-Financial-Services,1-7yrs  ,"7,00,291",5.0,8.6,3.0,215
Officer ,NetCracker,1-7yrs  ,"21,33,432",5.9,35.0,3.6,214
Junior Officer ,NetCracker,1-5yrs  ,"13,06,244",4.0,27.0,3.6,214
Production Officer ,NetCracker,1-6yrs  ,"27,78,415",11.7,40.5,3.6,214
Executive Production ,NetCracker,5-13yrs  ,"23,11,909",8.6,33.0,3.6,214
QC Officer ,NetCracker,1-6yrs  ,"18,31,046",9.4,22.5,3.6,214
Scientist 1 ,NetCracker,2-6yrs  ,"8,24,761",3.9,14.0,3.6,214
Deputy Manager ,NetCracker,8-16yrs  ,"7,05,882",4.0,10.7,3.6,214
Junior Production Officer ,NetCracker,1-3yrs  ,"5,61,160",3.2,9.8,3.6,214
Process Engineer ,NetCracker,1-7yrs  ,"13,01,675",5.8,19.3,3.6,214
EHS Officer ,NetCracker,1-7yrs  ,"11,40,447",7.3,17.0,3.6,214
Officer ,Eveready-Industries,1-7yrs  ,"4,20,286",2.0,5.9,4.3,213
Junior Officer ,Eveready-Industries,1-5yrs  ,"5,38,482",2.9,6.6,4.3,213
Production Officer ,Eveready-Industries,1-6yrs  ,"11,82,839",6.0,15.5,4.3,213
Executive Production ,Eveready-Industries,5-13yrs  ,"2,36,368",1.4,4.1,4.3,213
QC Officer ,Eveready-Industries,1-6yrs  ,"5,28,846",1.2,8.5,4.3,213
Scientist 1 ,Eveready-Industries,2-6yrs  ,"3,24,860",2.6,4.0,4.3,213
Deputy Manager ,Eveready-Industries,8-16yrs  ,"4,43,981",3.0,6.5,4.3,213
Junior Production Officer ,Eveready-Industries,1-3yrs  ,"11,69,194",6.5,14.2,4.3,213
Process Engineer ,Eveready-Industries,1-7yrs  ,"3,71,452",3.0,4.3,4.3,213
EHS Officer ,Eveready-Industries,1-7yrs  ,"3,50,586",2.5,4.2,4.3,213
Officer ,Flash-Electronics,1-7yrs  ,"1,88,203",15.0,3.2,4.0,212
Junior Officer ,Flash-Electronics,1-5yrs  ,"2,77,345",1.2,4.5,4.0,212
Production Officer ,Flash-Electronics,1-6yrs  ,"2,57,876",1.0,4.8,4.0,212
Executive Production ,Flash-Electronics,5-13yrs  ,"1,87,615",80.0,3.3,4.0,212
QC Officer ,Flash-Electronics,1-6yrs  ,"2,01,666",1.2,2.9,4.0,212
Scientist 1 ,Flash-Electronics,2-6yrs  ,"2,74,311",1.5,4.3,4.0,212
Deputy Manager ,Flash-Electronics,8-16yrs  ,"4,98,373",2.5,7.0,4.0,212
Junior Production Officer ,Flash-Electronics,1-3yrs  ,"2,64,469",1.4,3.3,4.0,212
Process Engineer ,Flash-Electronics,1-7yrs  ,"3,52,828",2.2,4.8,4.0,212
EHS Officer ,Flash-Electronics,1-7yrs  ,"1,64,777",1.0,2.3,4.0,212
Officer ,Sagility,1-7yrs  ,"2,97,233",1.8,4.2,2.9,210
Junior Officer ,Sagility,1-5yrs  ,"2,50,614",1.3,3.7,2.9,210
Production Officer ,Sagility,1-6yrs  ,"2,50,001",1.5,4.2,2.9,210
Executive Production ,Sagility,5-13yrs  ,"4,42,863",3.2,6.0,2.9,210
QC Officer ,Sagility,1-6yrs  ,"2,75,689",2.0,4.0,2.9,210
Scientist 1 ,Sagility,2-6yrs  ,"2,26,541",1.2,4.0,2.9,210
